C1,C2,C3,C4,C5,L1,L2,L3,L4,L5,L6,WN1,WN2,DCPowerConsumption,S11,S22,PowerGain,DrainEfficiency,PAE,PSAT
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,3e-10,1.1e-05,8e-06,0.0403,-6.63,-6.54,7.291,10.48,5.131,7.716
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,3e-10,1.1e-05,1e-05,0.0446,-2.33,-5.6,4.772,4.59,1.509,4.819
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,3e-10,1.1e-05,1.1e-05,0.0467,-1.89,-5.09,2.755,4.707,1.082,4.697
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,3e-10,1.1e-05,1.2e-05,0.0488,-1.68,-4.61,1.325,3.611,0.551,3.648
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,3e-10,1.2e-05,9e-06,0.0446,-3.47,-5.86,5.13,7.006,2.26,6.471
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,3e-10,1.2e-05,6e-06,0.0382,-6.5,-6.26,7.75,15.18,8.663,9.068
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,3e-10,1.2e-05,7e-06,0.0403,-15.77,-6.42,7.436,11.94,7.486,8.301
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,3e-10,1.2e-05,8e-06,0.0425,-6.53,-6.32,6.912,10.37,5.104,7.81
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,3e-10,1.2e-05,1e-05,0.0467,-2.48,-5.34,4.247,4.174,1.133,4.542
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,3e-10,1.2e-05,1.1e-05,0.0488,-2.07,-4.85,2.156,4.216,0.652,4.337
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,3e-10,1.2e-05,1.2e-05,0.051,-1.88,-4.4,0.491,3.096,0.198,3.077
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,3e-10,1.3e-05,9e-06,0.0467,-3.58,-5.61,4.682,6.616,2.094,6.373
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,3e-10,1.3e-05,6e-06,0.0403,-7.5,-6.35,7.196,15.44,8.43,9.253
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,3e-10,1.3e-05,7e-06,0.0425,-14.64,-6.3,7.034,12.36,7.334,8.487
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,3e-10,1.3e-05,8e-06,0.0446,-6.41,-6.09,6.495,10.2,5.054,7.882
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,3e-10,1.3e-05,1e-05,0.0488,-2.65,-5.09,3.685,3.773,0.845,4.236
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,3e-10,1.3e-05,1.1e-05,0.051,-2.28,-4.61,1.516,3.782,0.255,3.98
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,4e-10,1e-05,9e-06,0.0403,-3.27,-6.52,6.546,5.96,3.017,5.454
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,4e-10,1e-05,6e-06,0.034,-4.92,-6.6,9.102,12.1,6.942,7.851
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,4e-10,1e-05,7e-06,0.0361,-18.46,-7.2,8.563,9.111,5.008,6.89
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,4e-10,1e-05,8e-06,0.0382,-6.72,-7.23,8.256,7.663,3.667,6.235
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,4e-10,1e-05,1e-05,0.0425,-2.2,-5.69,5.882,4.769,1.707,4.818
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,4e-10,1e-05,1.1e-05,0.0446,-1.75,-4.94,4.071,4.694,1.978,4.48
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,4e-10,1e-05,1.2e-05,0.0467,-1.52,-4.32,3.044,4.573,1.486,4.491
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,4e-10,1e-05,1.3e-05,0.0488,-1.4,-3.82,2.062,4.855,0.789,4.691
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,4e-10,1.1e-05,9e-06,0.0425,-3.38,-6.16,6.255,5.691,2.755,5.403
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,4e-10,1.1e-05,6e-06,0.0361,-5.69,-6.58,8.702,12.52,6.955,8.124
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,4e-10,1.1e-05,7e-06,0.0382,-17.41,-6.91,8.333,9.261,4.974,7.09
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,4e-10,1.1e-05,8e-06,0.0403,-6.64,-6.82,7.979,7.602,3.446,6.337
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,4e-10,1.1e-05,1e-05,0.0446,-2.34,-5.42,5.529,4.453,1.562,4.654
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,4e-10,1.1e-05,1.1e-05,0.0467,-1.91,-4.77,3.682,4.117,1.573,4.023
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,4e-10,1.1e-05,1.2e-05,0.0488,-1.69,-4.22,2.455,4.022,1.191,4.018
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,4e-10,1.1e-05,1.3e-05,0.051,-1.57,-3.78,1.542,4.112,0.602,4.079
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,4e-10,1.2e-05,9e-06,0.0446,-3.49,-5.81,5.927,5.448,2.479,5.361
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,4e-10,1.2e-05,6e-06,0.0382,-6.58,-6.52,8.232,12.94,6.918,8.39
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,4e-10,1.2e-05,7e-06,0.0403,-16.11,-6.61,8.044,9.409,4.959,7.289
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,4e-10,1.2e-05,8e-06,0.0425,-6.54,-6.42,7.666,7.56,3.202,6.455
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,4e-10,1.2e-05,1e-05,0.0467,-2.5,-5.16,5.128,4.119,1.403,4.445
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,4e-10,1.2e-05,1.1e-05,0.0488,-2.09,-4.59,3.235,3.532,1.132,3.465
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,4e-10,1.2e-05,1.2e-05,0.051,-1.89,-4.11,1.739,3.413,0.827,3.38
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,4e-10,1.2e-05,1.3e-05,0.0531,-1.78,-3.73,0.906,3.47,0.356,3.522
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,4e-10,1.3e-05,9e-06,0.0467,-3.59,-5.48,5.56,5.217,2.194,5.322
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,4e-10,1.3e-05,6e-06,0.0403,-7.58,-6.41,7.69,13.31,6.804,8.635
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,4e-10,1.3e-05,7e-06,0.0425,-14.86,-6.3,7.691,9.519,4.937,7.469
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,4e-10,1.3e-05,8e-06,0.0446,-6.41,-6.04,7.316,7.539,2.928,6.588
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,4e-10,1.3e-05,1e-05,0.0488,-2.66,-4.9,4.678,3.77,1.231,4.187
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,4e-10,1.3e-05,1.1e-05,0.051,-2.29,-4.4,2.727,2.95,0.664,2.803
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,1.5e-10,2e-10,4e-10,1.3e-05,1.2e-05,0.0531,-2.12,-3.99,0.864,2.774,0.397,2.545
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,3e-10,1e-05,9e-06,0.0403,-3.17,-14.49,7.438,4.608,2.007,4.206
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,3e-10,1e-05,6e-06,0.034,-4.79,-3.91,7.793,5.994,2.738,4.627
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,3e-10,1e-05,7e-06,0.0361,-17.16,-7.07,8.86,5.645,2.516,4.588
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,3e-10,1e-05,8e-06,0.0382,-6.2,-10.96,7.999,5.51,2.142,4.598
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,3e-10,1e-05,1e-05,0.0425,-2.2,-11.04,5.309,3.465,1.405,3.351
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,3e-10,1e-05,1.1e-05,0.0446,-1.77,-7.3,4.282,4.085,0.911,3.803
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,3e-10,1e-05,1.2e-05,0.0467,-1.54,-5.07,1.99,3.336,0.618,3.112
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,3e-10,1e-05,1.3e-05,0.0488,-1.41,-3.71,0.526,3.054,0.17,2.707
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,3e-10,1.1e-05,9e-06,0.0425,-3.3,-13.86,7.22,4.46,1.903,4.215
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,3e-10,1.1e-05,6e-06,0.0361,-5.61,-4.46,7.661,6.336,2.753,4.927
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,3e-10,1.1e-05,7e-06,0.0382,-15.9,-7.79,8.731,5.779,2.474,4.791
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,3e-10,1.1e-05,8e-06,0.0403,-6.18,-11.65,7.827,5.486,2.075,4.711
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,3e-10,1.1e-05,1e-05,0.0446,-2.35,-10.19,5.01,3.34,1.321,3.328
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,3e-10,1.1e-05,1.1e-05,0.0467,-1.93,-6.88,3.89,3.887,0.732,3.704
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,3e-10,1.1e-05,1.2e-05,0.0488,-1.72,-4.84,1.493,3.196,0.441,3.023
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,3e-10,1.2e-05,9e-06,0.0446,-3.43,-12.81,6.952,4.314,1.794,4.223
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,3e-10,1.2e-05,6e-06,0.0382,-6.57,-5.15,7.501,6.671,2.728,5.195
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,3e-10,1.2e-05,7e-06,0.0403,-14.69,-8.6,8.512,5.935,2.42,4.992
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,3e-10,1.2e-05,8e-06,0.0425,-6.14,-12.11,7.681,5.449,2.003,4.82
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,3e-10,1.2e-05,1e-05,0.0467,-2.51,-9.32,4.718,3.301,1.229,3.293
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,3e-10,1.2e-05,1.1e-05,0.0488,-2.11,-6.44,3.457,3.691,0.644,3.596
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,3e-10,1.2e-05,1.2e-05,0.051,-1.91,-4.61,0.959,3.045,0.248,2.904
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,3e-10,1.3e-05,9e-06,0.0467,-3.56,-11.51,6.619,4.168,1.679,4.226
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,3e-10,1.3e-05,6e-06,0.0403,-7.68,-5.97,7.287,6.878,2.627,5.363
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,3e-10,1.3e-05,7e-06,0.0425,-13.66,-9.37,8.166,6.245,2.343,5.285
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,3e-10,1.3e-05,8e-06,0.0446,-6.09,-12.05,7.523,5.373,1.92,4.907
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,3e-10,1.3e-05,1e-05,0.0488,-2.68,-8.46,4.403,3.361,1.128,3.312
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,3e-10,1.3e-05,1.1e-05,0.051,-2.32,-6.0,2.987,3.509,0.549,3.488
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,4e-10,1e-05,9e-06,0.0403,-3.36,-6.61,6.002,2.861,1.027,2.234
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,4e-10,1e-05,6e-06,0.034,-5.1,-6.76,8.759,4.616,1.878,3.501
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,4e-10,1e-05,7e-06,0.0361,-19.86,-11.87,8.636,3.802,1.63,2.949
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,4e-10,1e-05,8e-06,0.0382,-6.51,-9.88,7.634,3.48,1.207,2.712
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,4e-10,1e-05,1e-05,0.0425,-2.29,-4.35,3.725,2.168,0.727,1.391
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,4e-10,1e-05,1.1e-05,0.0446,-1.81,-3.01,2.338,2.53,0.355,1.818
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,4e-10,1.1e-05,9e-06,0.0425,-3.48,-6.3,5.83,2.763,0.966,2.229
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,4e-10,1.1e-05,6e-06,0.0361,-5.96,-7.48,8.515,4.737,1.81,3.725
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,4e-10,1.1e-05,7e-06,0.0382,-17.85,-11.89,8.53,3.802,1.561,3.076
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,4e-10,1.1e-05,8e-06,0.0403,-6.5,-9.38,7.435,3.419,1.157,2.773
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,4e-10,1.1e-05,1e-05,0.0446,-2.44,-4.2,3.448,2.094,0.674,1.372
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,4e-10,1.1e-05,1.1e-05,0.0467,-1.98,-2.93,2.016,2.412,0.307,1.716
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,4e-10,1.2e-05,9e-06,0.0446,-3.61,-5.96,5.631,2.67,0.906,2.227
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,4e-10,1.2e-05,6e-06,0.0382,-6.95,-8.28,8.186,4.871,1.739,3.951
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,4e-10,1.2e-05,7e-06,0.0403,-16.16,-11.59,8.365,3.874,1.489,3.257
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,4e-10,1.2e-05,8e-06,0.0425,-6.47,-8.78,7.181,3.363,1.104,2.843
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,4e-10,1.2e-05,1e-05,0.0467,-2.6,-4.03,3.129,2.019,0.616,1.343
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,4e-10,1.2e-05,1.1e-05,0.0488,-2.16,-2.84,1.658,2.289,0.253,1.587
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,4e-10,1.3e-05,9e-06,0.0467,-3.72,-5.59,5.398,2.58,0.845,2.227
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,4e-10,1.3e-05,6e-06,0.0403,-8.09,-9.03,7.731,4.996,1.663,4.152
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,4e-10,1.3e-05,7e-06,0.0425,-14.79,-10.91,8.104,4.038,1.411,3.522
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,4e-10,1.3e-05,8e-06,0.0446,-6.41,-8.1,6.859,3.307,1.048,2.917
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,4e-10,1.3e-05,1e-05,0.0488,-2.77,-3.85,2.769,1.943,0.554,1.302
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,1e-10,4e-10,1.3e-05,1.1e-05,0.051,-2.37,-2.75,1.266,2.16,0.192,1.429
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,1e-05,9e-06,0.0403,-3.25,-6.59,5.91,7.849,2.653,6.658
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,1e-05,6e-06,0.034,-4.84,-6.34,8.64,14.95,9.446,8.777
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,1e-05,7e-06,0.0361,-17.76,-6.9,8.035,12.36,8.268,8.195
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,1e-05,8e-06,0.0382,-6.71,-7.04,7.563,11.01,5.602,7.789
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,1e-05,1e-05,0.0425,-2.18,-6.0,5.187,4.979,1.875,5.031
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,1e-05,1.1e-05,0.0446,-1.73,-5.41,3.229,5.136,1.473,4.932
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,1e-05,1.2e-05,0.0467,-1.51,-4.86,2.003,3.987,0.844,3.942
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,1e-05,1.3e-05,0.0488,-1.38,-4.37,0.605,3.341,0.191,3.242
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,1.1e-05,9e-06,0.0425,-3.36,-6.4,5.45,7.559,2.584,6.647
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,1.1e-05,6e-06,0.0361,-5.62,-6.8,8.21,15.81,9.672,9.127
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,1.1e-05,7e-06,0.0382,-16.9,-7.04,7.703,12.8,8.506,8.47
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,1.1e-05,8e-06,0.0403,-6.63,-6.94,7.172,11.19,5.837,7.996
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,1.1e-05,1e-05,0.0446,-2.32,-5.77,4.648,4.514,1.433,4.743
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,1.1e-05,1.1e-05,0.0467,-1.89,-5.19,2.616,4.505,0.966,4.476
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,1.1e-05,1.2e-05,0.0488,-1.68,-4.66,1.122,3.326,0.455,3.24
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,1.2e-05,9e-06,0.0446,-3.46,-6.21,4.953,7.244,2.494,6.615
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,1.2e-05,6e-06,0.0382,-6.52,-7.24,7.677,16.39,9.552,9.389
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,1.2e-05,7e-06,0.0403,-15.77,-7.15,7.288,13.43,8.578,8.729
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,1.2e-05,8e-06,0.0425,-6.52,-6.84,6.721,11.29,6.015,8.173
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,1.2e-05,1e-05,0.0467,-2.47,-5.55,4.053,4.059,1.018,4.415
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,1.2e-05,1.1e-05,0.0488,-2.07,-4.97,1.943,3.951,0.483,4.013
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,1.3e-05,9e-06,0.0467,-3.57,-6.03,4.42,6.877,2.353,6.541
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,1.3e-05,6e-06,0.0403,-7.53,-7.61,7.026,16.49,9.022,9.514
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,1.3e-05,7e-06,0.0425,-14.64,-7.22,6.779,14.34,8.373,9.117
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,1.3e-05,8e-06,0.0446,-6.4,-6.73,6.203,11.24,6.088,8.302
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,1.3e-05,1e-05,0.0488,-2.64,-5.36,3.413,3.624,0.752,4.053
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,3e-10,1.3e-05,1.1e-05,0.051,-2.27,-4.77,1.237,3.486,0.178,3.568
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,1e-05,9e-06,0.0403,-3.26,-6.57,6.497,5.938,2.955,5.43
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,1e-05,6e-06,0.034,-4.92,-6.98,9.135,12.71,7.626,8.061
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,1e-05,7e-06,0.0361,-18.46,-7.45,8.56,9.616,5.5,7.115
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,1e-05,8e-06,0.0382,-6.72,-7.36,8.21,7.91,3.705,6.363
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,1e-05,1e-05,0.0425,-2.19,-5.69,5.806,4.635,1.664,4.686
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,1e-05,1.1e-05,0.0446,-1.74,-4.93,3.981,4.287,1.754,4.046
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,1e-05,1.2e-05,0.0467,-1.52,-4.3,2.742,3.907,1.293,3.711
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,1e-05,1.3e-05,0.0488,-1.39,-3.8,1.805,3.988,0.672,3.668
3e-12,2e-13,1e-13,3e-13,1e-13,1e-10,4.5e-10,6e-10,2.5e-10,2e-10,4e-10,1.1e-05,9e-06,0.0425,-3.37,-6.21,6.159,5.679,2.647,5.386
