C1,C2,Cb,Ld,Ls,WN1,Bandwidth,DCPowerConsumption,S11,NoiseFigure,PowerGain
5e-13,2e-13,4.5e-13,1.8e-10,3.5e-09,1.4e-05,13600000000.0,0.0202,-9.76,2.652,1.68
5e-13,2e-13,4.5e-13,1.8e-10,3.5e-09,1.5e-05,13600000000.0,0.0216,-9.24,2.642,1.645
5e-13,2e-13,4.5e-13,1.8e-10,3.5e-09,1.6e-05,13600000000.0,0.023,-8.78,2.645,1.593
5e-13,2e-13,4.5e-13,1.8e-10,3.5e-09,1.7e-05,13400000000.0,0.0244,-8.38,2.658,1.525
5e-13,2e-13,4.5e-13,1.8e-10,3.5e-09,1.9e-05,13000000000.0,0.0272,-7.74,2.711,1.349
5e-13,2e-13,4.5e-13,1.8e-10,3.5e-09,2e-05,12900000000.0,0.0286,-7.48,2.747,1.246
5e-13,2e-13,4.5e-13,1.8e-10,3.5e-09,2.1e-05,12800000000.0,0.03,-7.24,2.789,1.134
5e-13,2e-13,4.5e-13,1.8e-10,3.5e-09,2.2e-05,12800000000.0,0.0313,-7.04,2.835,1.015
5e-13,2e-13,4.5e-13,1.8e-10,3.5e-09,2.3e-05,12700000000.0,0.0327,-6.86,2.885,0.89
5e-13,2e-13,4.5e-13,1.8e-10,4.5e-09,1.8e-05,13200000000.0,0.0258,-8.04,2.676,1.443
5e-13,2e-13,4.5e-13,1.8e-10,4.5e-09,1.2e-05,13800000000.0,0.0175,-11.09,2.713,1.68
5e-13,2e-13,4.5e-13,1.8e-10,4.5e-09,1.3e-05,13700000000.0,0.0189,-10.38,2.67,1.692
5e-13,2e-13,4.5e-13,1.8e-10,4.5e-09,1.4e-05,13600000000.0,0.0202,-9.77,2.645,1.68
5e-13,2e-13,4.5e-13,1.8e-10,4.5e-09,1.5e-05,13600000000.0,0.0216,-9.24,2.635,1.645
5e-13,2e-13,4.5e-13,1.8e-10,4.5e-09,1.6e-05,13600000000.0,0.023,-8.78,2.639,1.593
5e-13,2e-13,4.5e-13,1.8e-10,4.5e-09,1.7e-05,13400000000.0,0.0244,-8.38,2.653,1.525
5e-13,2e-13,4.5e-13,1.8e-10,4.5e-09,1.9e-05,13000000000.0,0.0272,-7.74,2.707,1.349
5e-13,2e-13,4.5e-13,1.8e-10,4.5e-09,2e-05,12900000000.0,0.0286,-7.47,2.744,1.246
5e-13,2e-13,4.5e-13,1.8e-10,4.5e-09,2.1e-05,12800000000.0,0.03,-7.24,2.786,1.134
5e-13,2e-13,4.5e-13,1.8e-10,4.5e-09,2.2e-05,12800000000.0,0.0313,-7.03,2.832,1.015
5e-13,2e-13,4.5e-13,1.8e-10,4.5e-09,2.3e-05,12700000000.0,0.0327,-6.85,2.882,0.89
5e-13,2e-13,4.5e-13,1.8e-10,5.5e-09,1.8e-05,13200000000.0,0.0258,-8.04,2.673,1.443
5e-13,2e-13,4.5e-13,1.8e-10,5.5e-09,1.2e-05,13800000000.0,0.0175,-11.11,2.708,1.68
5e-13,2e-13,4.5e-13,1.8e-10,5.5e-09,1.3e-05,13700000000.0,0.0189,-10.39,2.665,1.692
5e-13,2e-13,4.5e-13,1.8e-10,5.5e-09,1.4e-05,13600000000.0,0.0202,-9.77,2.64,1.68
5e-13,2e-13,4.5e-13,1.8e-10,5.5e-09,1.5e-05,13600000000.0,0.0216,-9.24,2.631,1.645
5e-13,2e-13,4.5e-13,1.8e-10,5.5e-09,1.6e-05,13600000000.0,0.023,-8.78,2.635,1.593
5e-13,2e-13,4.5e-13,1.8e-10,5.5e-09,1.7e-05,13400000000.0,0.0244,-8.38,2.65,1.525
5e-13,2e-13,4.5e-13,1.8e-10,5.5e-09,1.9e-05,13000000000.0,0.0272,-7.73,2.704,1.349
5e-13,2e-13,4.5e-13,1.8e-10,5.5e-09,2e-05,12900000000.0,0.0286,-7.47,2.742,1.246
5e-13,2e-13,4.5e-13,1.8e-10,5.5e-09,2.1e-05,12800000000.0,0.03,-7.24,2.784,1.134
5e-13,2e-13,4.5e-13,1.8e-10,5.5e-09,2.2e-05,12800000000.0,0.0313,-7.03,2.831,1.015
5e-13,2e-13,4.5e-13,1.8e-10,5.5e-09,2.3e-05,12700000000.0,0.0327,-6.85,2.881,0.89
5e-13,2e-13,4.5e-13,8e-11,1.5e-09,1.8e-05,13600000000.0,0.0258,-7.48,2.713,4.341
5e-13,2e-13,4.5e-13,8e-11,1.5e-09,1.2e-05,14000000000.0,0.0175,-8.74,2.782,2.602
5e-13,2e-13,4.5e-13,8e-11,1.5e-09,1.3e-05,14000000000.0,0.0189,-8.4,2.732,2.991
5e-13,2e-13,4.5e-13,8e-11,1.5e-09,1.4e-05,14000000000.0,0.0202,-8.12,2.701,3.338
5e-13,2e-13,4.5e-13,8e-11,1.5e-09,1.5e-05,13800000000.0,0.0216,-7.89,2.686,3.645
5e-13,2e-13,4.5e-13,8e-11,1.5e-09,1.6e-05,13600000000.0,0.023,-7.71,2.684,3.914
5e-13,2e-13,4.5e-13,8e-11,1.5e-09,1.7e-05,13600000000.0,0.0244,-7.57,2.694,4.146
5e-13,2e-13,4.5e-13,8e-11,1.5e-09,1.9e-05,13600000000.0,0.0272,-7.43,2.74,4.501
5e-13,2e-13,4.5e-13,8e-11,1.5e-09,2e-05,13400000000.0,0.0286,-7.41,2.773,4.625
5e-13,2e-13,4.5e-13,8e-11,1.5e-09,2.1e-05,13300000000.0,0.03,-7.42,2.812,4.715
5e-13,2e-13,4.5e-13,8e-11,1.5e-09,2.2e-05,13200000000.0,0.0313,-7.46,2.856,4.773
5e-13,2e-13,4.5e-13,8e-11,1.5e-09,2.3e-05,13100000000.0,0.0327,-7.53,2.903,4.799
5e-13,2e-13,4.5e-13,8e-11,5e-10,1.8e-05,13600000000.0,0.0258,-6.8,2.896,4.341
5e-13,2e-13,4.5e-13,8e-11,5e-10,1.2e-05,14000000000.0,0.0175,-7.75,3.064,2.602
5e-13,2e-13,4.5e-13,8e-11,5e-10,1.3e-05,14000000000.0,0.0189,-7.52,2.993,2.991
5e-13,2e-13,4.5e-13,8e-11,5e-10,1.4e-05,14000000000.0,0.0202,-7.3,2.943,3.338
5e-13,2e-13,4.5e-13,8e-11,5e-10,1.5e-05,13800000000.0,0.0216,-7.13,2.911,3.645
5e-13,2e-13,4.5e-13,8e-11,5e-10,1.6e-05,13600000000.0,0.023,-6.98,2.894,3.914
5e-13,2e-13,4.5e-13,8e-11,5e-10,1.7e-05,13600000000.0,0.0244,-6.87,2.89,4.146
5e-13,2e-13,4.5e-13,8e-11,5e-10,1.9e-05,13600000000.0,0.0272,-6.75,2.911,4.501
5e-13,2e-13,4.5e-13,8e-11,5e-10,2e-05,13400000000.0,0.0286,-6.74,2.934,4.625
5e-13,2e-13,4.5e-13,8e-11,5e-10,2.1e-05,13300000000.0,0.03,-6.75,2.962,4.715
5e-13,2e-13,4.5e-13,8e-11,5e-10,2.2e-05,13200000000.0,0.0313,-6.79,2.996,4.773
5e-13,2e-13,4.5e-13,8e-11,5e-10,2.3e-05,13100000000.0,0.0327,-6.86,3.034,4.799
5e-13,2e-13,4.5e-13,8e-11,2.5e-09,1.8e-05,13600000000.0,0.0258,-7.62,2.689,4.341
5e-13,2e-13,4.5e-13,8e-11,2.5e-09,1.2e-05,14000000000.0,0.0175,-8.94,2.739,2.602
5e-13,2e-13,4.5e-13,8e-11,2.5e-09,1.3e-05,14000000000.0,0.0189,-8.59,2.693,2.991
5e-13,2e-13,4.5e-13,8e-11,2.5e-09,1.4e-05,14000000000.0,0.0202,-8.29,2.666,3.338
5e-13,2e-13,4.5e-13,8e-11,2.5e-09,1.5e-05,13800000000.0,0.0216,-8.05,2.654,3.645
5e-13,2e-13,4.5e-13,8e-11,2.5e-09,1.6e-05,13600000000.0,0.023,-7.86,2.656,3.914
5e-13,2e-13,4.5e-13,8e-11,2.5e-09,1.7e-05,13600000000.0,0.0244,-7.72,2.668,4.146
5e-13,2e-13,4.5e-13,8e-11,2.5e-09,1.9e-05,13600000000.0,0.0272,-7.56,2.719,4.501
5e-13,2e-13,4.5e-13,8e-11,2.5e-09,2e-05,13400000000.0,0.0286,-7.54,2.754,4.625
5e-13,2e-13,4.5e-13,8e-11,2.5e-09,2.1e-05,13300000000.0,0.03,-7.55,2.795,4.715
5e-13,2e-13,4.5e-13,8e-11,2.5e-09,2.2e-05,13200000000.0,0.0313,-7.6,2.84,4.773
5e-13,2e-13,4.5e-13,8e-11,2.5e-09,2.3e-05,13100000000.0,0.0327,-7.66,2.889,4.799
5e-13,2e-13,4.5e-13,8e-11,3.5e-09,1.8e-05,13600000000.0,0.0258,-7.68,2.681,4.341
5e-13,2e-13,4.5e-13,8e-11,3.5e-09,1.2e-05,14000000000.0,0.0175,-9.03,2.722,2.602
5e-13,2e-13,4.5e-13,8e-11,3.5e-09,1.3e-05,14000000000.0,0.0189,-8.66,2.678,2.991
5e-13,2e-13,4.5e-13,8e-11,3.5e-09,1.4e-05,14000000000.0,0.0202,-8.36,2.652,3.338
5e-13,2e-13,4.5e-13,8e-11,3.5e-09,1.5e-05,13800000000.0,0.0216,-8.11,2.642,3.645
5e-13,2e-13,4.5e-13,8e-11,3.5e-09,1.6e-05,13600000000.0,0.023,-7.92,2.645,3.914
5e-13,2e-13,4.5e-13,8e-11,3.5e-09,1.7e-05,13600000000.0,0.0244,-7.78,2.658,4.146
5e-13,2e-13,4.5e-13,8e-11,3.5e-09,1.9e-05,13600000000.0,0.0272,-7.62,2.711,4.501
5e-13,2e-13,4.5e-13,8e-11,3.5e-09,2e-05,13400000000.0,0.0286,-7.6,2.747,4.625
5e-13,2e-13,4.5e-13,8e-11,3.5e-09,2.1e-05,13300000000.0,0.03,-7.61,2.789,4.715
5e-13,2e-13,4.5e-13,8e-11,3.5e-09,2.2e-05,13200000000.0,0.0313,-7.65,2.835,4.773
5e-13,2e-13,4.5e-13,8e-11,3.5e-09,2.3e-05,13100000000.0,0.0327,-7.72,2.885,4.799
5e-13,2e-13,4.5e-13,8e-11,4.5e-09,1.8e-05,13600000000.0,0.0258,-7.71,2.676,4.341
5e-13,2e-13,4.5e-13,8e-11,4.5e-09,1.2e-05,14000000000.0,0.0175,-9.08,2.713,2.602
5e-13,2e-13,4.5e-13,8e-11,4.5e-09,1.3e-05,14000000000.0,0.0189,-8.71,2.67,2.991
5e-13,2e-13,4.5e-13,8e-11,4.5e-09,1.4e-05,14000000000.0,0.0202,-8.4,2.645,3.338
5e-13,2e-13,4.5e-13,8e-11,4.5e-09,1.5e-05,13800000000.0,0.0216,-8.15,2.635,3.645
5e-13,2e-13,4.5e-13,8e-11,4.5e-09,1.6e-05,13600000000.0,0.023,-7.95,2.639,3.914
5e-13,2e-13,4.5e-13,8e-11,4.5e-09,1.7e-05,13600000000.0,0.0244,-7.81,2.653,4.146
5e-13,2e-13,4.5e-13,8e-11,4.5e-09,1.9e-05,13600000000.0,0.0272,-7.65,2.707,4.501
5e-13,2e-13,4.5e-13,8e-11,4.5e-09,2e-05,13400000000.0,0.0286,-7.63,2.744,4.625
5e-13,2e-13,4.5e-13,8e-11,4.5e-09,2.1e-05,13300000000.0,0.03,-7.64,2.786,4.715
5e-13,2e-13,4.5e-13,8e-11,4.5e-09,2.2e-05,13200000000.0,0.0313,-7.68,2.832,4.773
5e-13,2e-13,4.5e-13,8e-11,4.5e-09,2.3e-05,13100000000.0,0.0327,-7.75,2.882,4.799
5e-13,2e-13,4.5e-13,8e-11,5.5e-09,1.8e-05,13600000000.0,0.0258,-7.73,2.673,4.341
5e-13,2e-13,4.5e-13,8e-11,5.5e-09,1.2e-05,14000000000.0,0.0175,-9.11,2.708,2.602
5e-13,2e-13,4.5e-13,8e-11,5.5e-09,1.3e-05,14000000000.0,0.0189,-8.74,2.665,2.991
5e-13,2e-13,4.5e-13,8e-11,5.5e-09,1.4e-05,14000000000.0,0.0202,-8.42,2.64,3.338
5e-13,2e-13,4.5e-13,8e-11,5.5e-09,1.5e-05,13800000000.0,0.0216,-8.17,2.631,3.645
5e-13,2e-13,4.5e-13,8e-11,5.5e-09,1.6e-05,13600000000.0,0.023,-7.98,2.635,3.914
5e-13,2e-13,4.5e-13,8e-11,5.5e-09,1.7e-05,13600000000.0,0.0244,-7.83,2.65,4.146
5e-13,2e-13,4.5e-13,8e-11,5.5e-09,1.9e-05,13600000000.0,0.0272,-7.67,2.704,4.501
5e-13,2e-13,4.5e-13,8e-11,5.5e-09,2e-05,13400000000.0,0.0286,-7.65,2.742,4.625
5e-13,2e-13,4.5e-13,8e-11,5.5e-09,2.1e-05,13300000000.0,0.03,-7.66,2.784,4.715
5e-13,2e-13,4.5e-13,8e-11,5.5e-09,2.2e-05,13200000000.0,0.0313,-7.7,2.831,4.773
5e-13,2e-13,4.5e-13,8e-11,5.5e-09,2.3e-05,13100000000.0,0.0327,-7.77,2.881,4.799
5e-13,2e-13,6.5e-13,1.8e-10,1.5e-09,1.8e-05,12900000000.0,0.0258,-7.57,2.66,1.612
5e-13,2e-13,6.5e-13,1.8e-10,1.5e-09,1.2e-05,13700000000.0,0.0175,-10.39,2.682,1.833
5e-13,2e-13,6.5e-13,1.8e-10,1.5e-09,1.3e-05,13500000000.0,0.0189,-9.74,2.638,1.852
5e-13,2e-13,6.5e-13,1.8e-10,1.5e-09,1.4e-05,13400000000.0,0.0202,-9.17,2.614,1.844
5e-13,2e-13,6.5e-13,1.8e-10,1.5e-09,1.5e-05,13400000000.0,0.0216,-8.68,2.607,1.813
5e-13,2e-13,6.5e-13,1.8e-10,1.5e-09,1.6e-05,13400000000.0,0.023,-8.26,2.613,1.762
5e-13,2e-13,6.5e-13,1.8e-10,1.5e-09,1.7e-05,13100000000.0,0.0244,-7.89,2.632,1.694
5e-13,2e-13,6.5e-13,1.8e-10,1.5e-09,1.9e-05,12700000000.0,0.0272,-7.29,2.696,1.516
5e-13,2e-13,6.5e-13,1.8e-10,1.5e-09,2e-05,12600000000.0,0.0286,-7.05,2.739,1.409
5e-13,2e-13,6.5e-13,1.8e-10,1.5e-09,2.1e-05,12500000000.0,0.03,-6.84,2.787,1.293
5e-13,2e-13,6.5e-13,1.8e-10,1.5e-09,2.2e-05,12400000000.0,0.0313,-6.66,2.84,1.168
5e-13,2e-13,6.5e-13,1.8e-10,1.5e-09,2.3e-05,12400000000.0,0.0327,-6.5,2.897,1.036
5e-13,2e-13,6.5e-13,1.8e-10,5e-10,1.8e-05,12900000000.0,0.0258,-7.48,2.836,1.612
5e-13,2e-13,6.5e-13,1.8e-10,5e-10,1.2e-05,13700000000.0,0.0175,-9.74,2.952,1.833
5e-13,2e-13,6.5e-13,1.8e-10,5e-10,1.3e-05,13500000000.0,0.0189,-9.28,2.887,1.852
5e-13,2e-13,6.5e-13,1.8e-10,5e-10,1.4e-05,13400000000.0,0.0202,-8.85,2.845,1.844
5e-13,2e-13,6.5e-13,1.8e-10,5e-10,1.5e-05,13400000000.0,0.0216,-8.45,2.822,1.813
5e-13,2e-13,6.5e-13,1.8e-10,5e-10,1.6e-05,13400000000.0,0.023,-8.08,2.814,1.762
5e-13,2e-13,6.5e-13,1.8e-10,5e-10,1.7e-05,13100000000.0,0.0244,-7.76,2.82,1.694
5e-13,2e-13,6.5e-13,1.8e-10,5e-10,1.9e-05,12700000000.0,0.0272,-7.22,2.862,1.516
5e-13,2e-13,6.5e-13,1.8e-10,5e-10,2e-05,12600000000.0,0.0286,-7.0,2.895,1.409
5e-13,2e-13,6.5e-13,1.8e-10,5e-10,2.1e-05,12500000000.0,0.03,-6.8,2.934,1.293
5e-13,2e-13,6.5e-13,1.8e-10,5e-10,2.2e-05,12400000000.0,0.0313,-6.63,2.979,1.168
5e-13,2e-13,6.5e-13,1.8e-10,5e-10,2.3e-05,12400000000.0,0.0327,-6.48,3.028,1.036
5e-13,2e-13,6.5e-13,1.8e-10,2.5e-09,1.8e-05,12900000000.0,0.0258,-7.57,2.637,1.612
5e-13,2e-13,6.5e-13,1.8e-10,2.5e-09,1.2e-05,13700000000.0,0.0175,-10.48,2.641,1.833
5e-13,2e-13,6.5e-13,1.8e-10,2.5e-09,1.3e-05,13500000000.0,0.0189,-9.8,2.601,1.852
5e-13,2e-13,6.5e-13,1.8e-10,2.5e-09,1.4e-05,13400000000.0,0.0202,-9.21,2.58,1.844
5e-13,2e-13,6.5e-13,1.8e-10,2.5e-09,1.5e-05,13400000000.0,0.0216,-8.7,2.576,1.813
5e-13,2e-13,6.5e-13,1.8e-10,2.5e-09,1.6e-05,13400000000.0,0.023,-8.27,2.586,1.762
5e-13,2e-13,6.5e-13,1.8e-10,2.5e-09,1.7e-05,13100000000.0,0.0244,-7.89,2.607,1.694
5e-13,2e-13,6.5e-13,1.8e-10,2.5e-09,1.9e-05,12700000000.0,0.0272,-7.29,2.675,1.516
5e-13,2e-13,6.5e-13,1.8e-10,2.5e-09,2e-05,12600000000.0,0.0286,-7.05,2.72,1.409
5e-13,2e-13,6.5e-13,1.8e-10,2.5e-09,2.1e-05,12500000000.0,0.03,-6.84,2.77,1.293
5e-13,2e-13,6.5e-13,1.8e-10,2.5e-09,2.2e-05,12400000000.0,0.0313,-6.65,2.825,1.168
5e-13,2e-13,6.5e-13,1.8e-10,2.5e-09,2.3e-05,12400000000.0,0.0327,-6.49,2.883,1.036
5e-13,2e-13,6.5e-13,1.8e-10,3.5e-09,1.8e-05,12900000000.0,0.0258,-7.57,2.629,1.612
5e-13,2e-13,6.5e-13,1.8e-10,3.5e-09,1.2e-05,13700000000.0,0.0175,-10.51,2.625,1.833
5e-13,2e-13,6.5e-13,1.8e-10,3.5e-09,1.3e-05,13500000000.0,0.0189,-9.82,2.587,1.852
5e-13,2e-13,6.5e-13,1.8e-10,3.5e-09,1.4e-05,13400000000.0,0.0202,-9.22,2.568,1.844
5e-13,2e-13,6.5e-13,1.8e-10,3.5e-09,1.5e-05,13400000000.0,0.0216,-8.71,2.565,1.813
5e-13,2e-13,6.5e-13,1.8e-10,3.5e-09,1.6e-05,13400000000.0,0.023,-8.27,2.576,1.762
5e-13,2e-13,6.5e-13,1.8e-10,3.5e-09,1.7e-05,13100000000.0,0.0244,-7.89,2.598,1.694
5e-13,2e-13,6.5e-13,1.8e-10,3.5e-09,1.9e-05,12700000000.0,0.0272,-7.29,2.668,1.516
5e-13,2e-13,6.5e-13,1.8e-10,3.5e-09,2e-05,12600000000.0,0.0286,-7.05,2.713,1.409
5e-13,2e-13,6.5e-13,1.8e-10,3.5e-09,2.1e-05,12500000000.0,0.03,-6.83,2.764,1.293
5e-13,2e-13,6.5e-13,1.8e-10,3.5e-09,2.2e-05,12400000000.0,0.0313,-6.65,2.819,1.168
5e-13,2e-13,6.5e-13,1.8e-10,3.5e-09,2.3e-05,12400000000.0,0.0327,-6.49,2.878,1.036
5e-13,2e-13,6.5e-13,1.8e-10,4.5e-09,1.8e-05,12900000000.0,0.0258,-7.57,2.625,1.612
5e-13,2e-13,6.5e-13,1.8e-10,4.5e-09,1.2e-05,13700000000.0,0.0175,-10.53,2.617,1.833
5e-13,2e-13,6.5e-13,1.8e-10,4.5e-09,1.3e-05,13500000000.0,0.0189,-9.83,2.579,1.852
5e-13,2e-13,6.5e-13,1.8e-10,4.5e-09,1.4e-05,13400000000.0,0.0202,-9.23,2.561,1.844
5e-13,2e-13,6.5e-13,1.8e-10,4.5e-09,1.5e-05,13400000000.0,0.0216,-8.71,2.559,1.813
5e-13,2e-13,6.5e-13,1.8e-10,4.5e-09,1.6e-05,13400000000.0,0.023,-8.27,2.57,1.762
5e-13,2e-13,6.5e-13,1.8e-10,4.5e-09,1.7e-05,13100000000.0,0.0244,-7.89,2.593,1.694
5e-13,2e-13,6.5e-13,1.8e-10,4.5e-09,1.9e-05,12700000000.0,0.0272,-7.29,2.664,1.516
5e-13,2e-13,6.5e-13,1.8e-10,4.5e-09,2e-05,12600000000.0,0.0286,-7.04,2.71,1.409
5e-13,2e-13,6.5e-13,1.8e-10,4.5e-09,2.1e-05,12500000000.0,0.03,-6.83,2.761,1.293
5e-13,2e-13,6.5e-13,1.8e-10,4.5e-09,2.2e-05,12400000000.0,0.0313,-6.65,2.817,1.168
5e-13,2e-13,6.5e-13,1.8e-10,4.5e-09,2.3e-05,12400000000.0,0.0327,-6.49,2.876,1.036
5e-13,2e-13,6.5e-13,1.8e-10,5.5e-09,1.8e-05,12900000000.0,0.0258,-7.57,2.622,1.612
5e-13,2e-13,6.5e-13,1.8e-10,5.5e-09,1.2e-05,13700000000.0,0.0175,-10.54,2.611,1.833
5e-13,2e-13,6.5e-13,1.8e-10,5.5e-09,1.3e-05,13500000000.0,0.0189,-9.83,2.574,1.852
5e-13,2e-13,6.5e-13,1.8e-10,5.5e-09,1.4e-05,13400000000.0,0.0202,-9.23,2.557,1.844
5e-13,2e-13,6.5e-13,1.8e-10,5.5e-09,1.5e-05,13400000000.0,0.0216,-8.71,2.555,1.813
5e-13,2e-13,6.5e-13,1.8e-10,5.5e-09,1.6e-05,13400000000.0,0.023,-8.27,2.567,1.762
5e-13,2e-13,6.5e-13,1.8e-10,5.5e-09,1.7e-05,13100000000.0,0.0244,-7.89,2.59,1.694
5e-13,2e-13,6.5e-13,1.8e-10,5.5e-09,1.9e-05,12700000000.0,0.0272,-7.29,2.662,1.516
5e-13,2e-13,6.5e-13,1.8e-10,5.5e-09,2e-05,12600000000.0,0.0286,-7.04,2.708,1.409
5e-13,2e-13,6.5e-13,1.8e-10,5.5e-09,2.1e-05,12500000000.0,0.03,-6.83,2.759,1.293
5e-13,2e-13,6.5e-13,1.8e-10,5.5e-09,2.2e-05,12400000000.0,0.0313,-6.65,2.815,1.168
5e-13,2e-13,6.5e-13,1.8e-10,5.5e-09,2.3e-05,12400000000.0,0.0327,-6.48,2.875,1.036
5e-13,2e-13,6.5e-13,8e-11,1.5e-09,1.8e-05,13300000000.0,0.0258,-7.05,2.66,4.634
5e-13,2e-13,6.5e-13,8e-11,1.5e-09,1.2e-05,13800000000.0,0.0175,-8.52,2.682,2.798
5e-13,2e-13,6.5e-13,8e-11,1.5e-09,1.3e-05,13800000000.0,0.0189,-8.14,2.638,3.204
5e-13,2e-13,6.5e-13,8e-11,1.5e-09,1.4e-05,13800000000.0,0.0202,-7.82,2.614,3.569
5e-13,2e-13,6.5e-13,8e-11,1.5e-09,1.5e-05,13600000000.0,0.0216,-7.56,2.607,3.894
5e-13,2e-13,6.5e-13,8e-11,1.5e-09,1.6e-05,13400000000.0,0.023,-7.34,2.613,4.179
5e-13,2e-13,6.5e-13,8e-11,1.5e-09,1.7e-05,13300000000.0,0.0244,-7.18,2.632,4.426
5e-13,2e-13,6.5e-13,8e-11,1.5e-09,1.9e-05,13400000000.0,0.0272,-6.96,2.696,4.804
5e-13,2e-13,6.5e-13,8e-11,1.5e-09,2e-05,13100000000.0,0.0286,-6.91,2.739,4.936
5e-13,2e-13,6.5e-13,8e-11,1.5e-09,2.1e-05,13000000000.0,0.03,-6.9,2.787,5.031
5e-13,2e-13,6.5e-13,8e-11,1.5e-09,2.2e-05,12900000000.0,0.0313,-6.91,2.84,5.09
5e-13,2e-13,6.5e-13,8e-11,1.5e-09,2.3e-05,12800000000.0,0.0327,-6.95,2.897,5.115
5e-13,2e-13,6.5e-13,8e-11,5e-10,1.8e-05,13300000000.0,0.0258,-6.46,2.836,4.634
5e-13,2e-13,6.5e-13,8e-11,5e-10,1.2e-05,13800000000.0,0.0175,-7.63,2.952,2.798
5e-13,2e-13,6.5e-13,8e-11,5e-10,1.3e-05,13800000000.0,0.0189,-7.35,2.887,3.204
5e-13,2e-13,6.5e-13,8e-11,5e-10,1.4e-05,13800000000.0,0.0202,-7.1,2.845,3.569
5e-13,2e-13,6.5e-13,8e-11,5e-10,1.5e-05,13600000000.0,0.0216,-6.89,2.822,3.894
5e-13,2e-13,6.5e-13,8e-11,5e-10,1.6e-05,13400000000.0,0.023,-6.71,2.814,4.179
5e-13,2e-13,6.5e-13,8e-11,5e-10,1.7e-05,13300000000.0,0.0244,-6.57,2.82,4.426
5e-13,2e-13,6.5e-13,8e-11,5e-10,1.9e-05,13400000000.0,0.0272,-6.38,2.862,4.804
5e-13,2e-13,6.5e-13,8e-11,5e-10,2e-05,13100000000.0,0.0286,-6.34,2.895,4.936
5e-13,2e-13,6.5e-13,8e-11,5e-10,2.1e-05,13000000000.0,0.03,-6.32,2.934,5.031
5e-13,2e-13,6.5e-13,8e-11,5e-10,2.2e-05,12900000000.0,0.0313,-6.34,2.979,5.09
5e-13,2e-13,6.5e-13,8e-11,5e-10,2.3e-05,12800000000.0,0.0327,-6.37,3.028,5.115
5e-13,2e-13,6.5e-13,8e-11,2.5e-09,1.8e-05,13300000000.0,0.0258,-7.17,2.637,4.634
5e-13,2e-13,6.5e-13,8e-11,2.5e-09,1.2e-05,13800000000.0,0.0175,-8.7,2.641,2.798
5e-13,2e-13,6.5e-13,8e-11,2.5e-09,1.3e-05,13800000000.0,0.0189,-8.3,2.601,3.204
5e-13,2e-13,6.5e-13,8e-11,2.5e-09,1.4e-05,13800000000.0,0.0202,-7.97,2.58,3.569
5e-13,2e-13,6.5e-13,8e-11,2.5e-09,1.5e-05,13600000000.0,0.0216,-7.69,2.576,3.894
5e-13,2e-13,6.5e-13,8e-11,2.5e-09,1.6e-05,13400000000.0,0.023,-7.47,2.586,4.179
5e-13,2e-13,6.5e-13,8e-11,2.5e-09,1.7e-05,13300000000.0,0.0244,-7.3,2.607,4.426
5e-13,2e-13,6.5e-13,8e-11,2.5e-09,1.9e-05,13400000000.0,0.0272,-7.08,2.675,4.804
5e-13,2e-13,6.5e-13,8e-11,2.5e-09,2e-05,13100000000.0,0.0286,-7.03,2.72,4.936
5e-13,2e-13,6.5e-13,8e-11,2.5e-09,2.1e-05,13000000000.0,0.03,-7.01,2.77,5.031
5e-13,2e-13,6.5e-13,8e-11,2.5e-09,2.2e-05,12900000000.0,0.0313,-7.03,2.825,5.09
5e-13,2e-13,6.5e-13,8e-11,2.5e-09,2.3e-05,12800000000.0,0.0327,-7.07,2.883,5.115
5e-13,2e-13,6.5e-13,8e-11,3.5e-09,1.8e-05,13300000000.0,0.0258,-7.22,2.629,4.634
5e-13,2e-13,6.5e-13,8e-11,3.5e-09,1.2e-05,13800000000.0,0.0175,-8.78,2.625,2.798
5e-13,2e-13,6.5e-13,8e-11,3.5e-09,1.3e-05,13800000000.0,0.0189,-8.37,2.587,3.204
5e-13,2e-13,6.5e-13,8e-11,3.5e-09,1.4e-05,13800000000.0,0.0202,-8.03,2.568,3.569
5e-13,2e-13,6.5e-13,8e-11,3.5e-09,1.5e-05,13600000000.0,0.0216,-7.75,2.565,3.894
5e-13,2e-13,6.5e-13,8e-11,3.5e-09,1.6e-05,13400000000.0,0.023,-7.52,2.576,4.179
5e-13,2e-13,6.5e-13,8e-11,3.5e-09,1.7e-05,13300000000.0,0.0244,-7.35,2.598,4.426
5e-13,2e-13,6.5e-13,8e-11,3.5e-09,1.9e-05,13400000000.0,0.0272,-7.13,2.668,4.804
5e-13,2e-13,6.5e-13,8e-11,3.5e-09,2e-05,13100000000.0,0.0286,-7.08,2.713,4.936
5e-13,2e-13,6.5e-13,8e-11,3.5e-09,2.1e-05,13000000000.0,0.03,-7.06,2.764,5.031
5e-13,2e-13,6.5e-13,8e-11,3.5e-09,2.2e-05,12900000000.0,0.0313,-7.08,2.819,5.09
5e-13,2e-13,6.5e-13,8e-11,3.5e-09,2.3e-05,12800000000.0,0.0327,-7.12,2.878,5.115
5e-13,2e-13,6.5e-13,8e-11,4.5e-09,1.8e-05,13300000000.0,0.0258,-7.25,2.625,4.634
5e-13,2e-13,6.5e-13,8e-11,4.5e-09,1.2e-05,13800000000.0,0.0175,-8.82,2.617,2.798
