L1p,L1s,L3p,L3s,Lm,WN1,WN2,DCPowerConsumption,S11,S22,PowerGain,DrainEfficiency,PAE,PSAT
4e-10,5e-10,8e-10,4e-10,2.5e-10,2.6e-05,3.5e-05,0.0391,-17.59,-13.38,10.46,1.516,0.679,2.48
4e-10,5e-10,8e-10,4e-10,2.5e-10,3.1e-05,2.5e-05,0.0345,-15.83,-9.77,12.83,1.978,1.328,3.543
4e-10,5e-10,8e-10,4e-10,2.5e-10,3.1e-05,1.5e-05,0.0291,-15.35,-1.44,10.72,0.729,0.428,-0.859
4e-10,5e-10,8e-10,4e-10,2.5e-10,3.1e-05,2e-05,0.0318,-16.09,-3.57,13.28,1.436,0.957,2.129
4e-10,5e-10,8e-10,4e-10,2.5e-10,3.1e-05,3e-05,0.0372,-15.36,-21.38,10.19,2.018,1.019,3.653
4e-10,5e-10,8e-10,4e-10,2.5e-10,3.1e-05,3.5e-05,0.0399,-15.06,-13.01,7.0,1.406,0.424,2.167
4e-10,5e-10,8e-10,5e-10,5e-11,2.6e-05,2.5e-05,0.0357,-13.91,-5.59,15.12,2.107,1.567,3.76
4e-10,5e-10,8e-10,5e-10,5e-11,2.6e-05,2e-05,0.0329,-13.23,-2.09,13.96,1.424,0.991,2.036
4e-10,5e-10,8e-10,5e-10,5e-11,2.6e-05,3e-05,0.0384,-14.56,-13.5,13.86,2.209,1.526,3.982
4e-10,5e-10,8e-10,5e-10,5e-11,2.6e-05,3.5e-05,0.0411,-14.89,-10.39,11.0,1.673,0.846,2.846
4e-10,5e-10,8e-10,5e-10,5e-11,3.1e-05,2.5e-05,0.0364,-14.57,-5.55,12.29,2.051,1.35,3.644
4e-10,5e-10,8e-10,5e-10,5e-11,3.1e-05,2e-05,0.0337,-14.16,-1.97,10.95,1.369,0.798,1.863
4e-10,5e-10,8e-10,5e-10,5e-11,3.1e-05,3e-05,0.0392,-14.54,-13.02,10.73,2.154,1.21,3.876
4e-10,5e-10,8e-10,5e-10,5e-11,3.1e-05,3.5e-05,0.0419,-14.34,-9.78,7.5,1.555,0.544,2.541
4e-10,5e-10,8e-10,5e-10,1e-10,2.6e-05,2.5e-05,0.0356,-14.53,-6.16,15.36,2.031,1.526,3.591
4e-10,5e-10,8e-10,5e-10,1e-10,2.6e-05,1.5e-05,0.0302,-13.05,-1.03,11.88,0.633,0.409,-1.542
4e-10,5e-10,8e-10,5e-10,1e-10,2.6e-05,2e-05,0.0329,-13.68,-2.24,14.42,1.387,0.985,1.913
4e-10,5e-10,8e-10,5e-10,1e-10,2.6e-05,3e-05,0.0384,-15.22,-16.14,13.89,2.143,1.474,3.841
4e-10,5e-10,8e-10,5e-10,1e-10,2.6e-05,3.5e-05,0.0411,-15.52,-11.61,11.01,1.646,0.822,2.766
4e-10,5e-10,8e-10,5e-10,1e-10,3.1e-05,2.5e-05,0.0364,-14.98,-6.29,12.55,1.983,1.32,3.486
4e-10,5e-10,8e-10,5e-10,1e-10,3.1e-05,2e-05,0.0337,-14.62,-2.16,11.48,1.343,0.817,1.771
4e-10,5e-10,8e-10,5e-10,1e-10,3.1e-05,3e-05,0.0391,-14.82,-16.0,10.74,2.094,1.164,3.744
4e-10,5e-10,8e-10,5e-10,1e-10,3.1e-05,3.5e-05,0.0418,-14.57,-10.97,7.51,1.535,0.53,2.475
4e-10,5e-10,8e-10,5e-10,1.5e-10,2.6e-05,2.5e-05,0.0356,-15.28,-6.68,15.48,1.977,1.473,3.464
4e-10,5e-10,8e-10,5e-10,1.5e-10,2.6e-05,1.5e-05,0.0302,-13.42,-1.07,12.36,0.626,0.422,-1.592
4e-10,5e-10,8e-10,5e-10,1.5e-10,2.6e-05,2e-05,0.0329,-14.25,-2.4,14.81,1.36,0.975,1.821
4e-10,5e-10,8e-10,5e-10,1.5e-10,2.6e-05,3e-05,0.0383,-15.97,-19.4,13.81,2.095,1.416,3.731
4e-10,5e-10,8e-10,5e-10,1.5e-10,2.6e-05,3.5e-05,0.0411,-16.2,-13.02,10.94,1.623,0.789,2.693
4e-10,5e-10,8e-10,5e-10,1.5e-10,3.1e-05,2.5e-05,0.0364,-15.37,-7.0,12.68,1.929,1.274,3.358
4e-10,5e-10,8e-10,5e-10,1.5e-10,3.1e-05,1.5e-05,0.031,-14.38,-1.02,8.83,0.62,0.308,-1.64
4e-10,5e-10,8e-10,5e-10,1.5e-10,3.1e-05,2e-05,0.0337,-15.12,-2.36,11.93,1.325,0.82,1.705
4e-10,5e-10,8e-10,5e-10,1.5e-10,3.1e-05,3e-05,0.0391,-15.07,-20.22,10.65,2.045,1.109,3.631
4e-10,5e-10,8e-10,5e-10,1.5e-10,3.1e-05,3.5e-05,0.0418,-14.78,-12.33,7.45,1.517,0.507,2.412
4e-10,5e-10,8e-10,5e-10,2e-10,2.6e-05,2.5e-05,0.0356,-16.17,-7.08,15.48,1.886,1.401,3.25
4e-10,5e-10,8e-10,5e-10,2e-10,2.6e-05,1.5e-05,0.0302,-13.87,-1.11,12.81,0.618,0.43,-1.661
4e-10,5e-10,8e-10,5e-10,2e-10,2.6e-05,2e-05,0.0329,-14.96,-2.57,15.12,1.309,0.944,1.647
4e-10,5e-10,8e-10,5e-10,2e-10,2.6e-05,3e-05,0.0383,-16.79,-21.94,13.63,2.024,1.346,3.575
4e-10,5e-10,8e-10,5e-10,2e-10,2.6e-05,3.5e-05,0.041,-16.91,-14.63,10.77,1.58,0.743,2.57
4e-10,5e-10,8e-10,5e-10,2e-10,3.1e-05,2.5e-05,0.0364,-15.68,-7.55,12.66,1.841,1.209,3.147
4e-10,5e-10,8e-10,5e-10,2e-10,3.1e-05,1.5e-05,0.031,-14.84,-1.07,9.33,0.619,0.321,-1.652
4e-10,5e-10,8e-10,5e-10,2e-10,3.1e-05,2e-05,0.0337,-15.63,-2.57,12.28,1.28,0.802,1.549
4e-10,5e-10,8e-10,5e-10,2e-10,3.1e-05,3e-05,0.0391,-15.25,-25.26,10.45,1.976,1.041,3.474
4e-10,5e-10,8e-10,5e-10,2e-10,3.1e-05,3.5e-05,0.0418,-14.94,-13.88,7.3,1.478,0.473,2.292
4e-10,5e-10,8e-10,5e-10,2.5e-10,2.6e-05,2.5e-05,0.0356,-17.17,-7.27,15.34,1.795,1.33,3.033
4e-10,5e-10,8e-10,5e-10,2.5e-10,2.6e-05,1.5e-05,0.0302,-14.42,-1.16,13.21,0.598,0.429,-1.806
4e-10,5e-10,8e-10,5e-10,2.5e-10,2.6e-05,2e-05,0.0329,-15.84,-2.72,15.31,1.235,0.902,1.386
4e-10,5e-10,8e-10,5e-10,2.5e-10,2.6e-05,3e-05,0.0383,-17.65,-20.66,13.35,1.965,1.263,3.442
4e-10,5e-10,8e-10,5e-10,2.5e-10,2.6e-05,3.5e-05,0.041,-17.62,-16.42,10.53,1.525,0.682,2.407
4e-10,5e-10,8e-10,5e-10,2.5e-10,3.1e-05,2.5e-05,0.0364,-15.88,-7.82,12.5,1.756,1.14,2.939
4e-10,5e-10,8e-10,5e-10,2.5e-10,3.1e-05,1.5e-05,0.031,-15.34,-1.12,9.77,0.602,0.326,-1.782
4e-10,5e-10,8e-10,5e-10,2.5e-10,3.1e-05,2e-05,0.0337,-16.1,-2.77,12.51,1.211,0.767,1.302
4e-10,5e-10,8e-10,5e-10,2.5e-10,3.1e-05,3e-05,0.0391,-15.36,-23.33,10.16,1.912,0.957,3.327
4e-10,5e-10,8e-10,5e-10,2.5e-10,3.1e-05,3.5e-05,0.0417,-15.05,-15.57,7.07,1.416,0.426,2.102
4e-10,5e-10,8e-10,7e-10,5e-11,2.6e-05,2.5e-05,0.0389,-13.86,-4.28,14.44,1.764,1.273,2.818
4e-10,5e-10,8e-10,7e-10,5e-11,2.6e-05,2e-05,0.0362,-13.2,-1.45,12.64,1.099,0.707,0.739
4e-10,5e-10,8e-10,7e-10,5e-11,2.6e-05,3e-05,0.0416,-14.58,-16.2,13.89,1.998,1.378,3.366
4e-10,5e-10,8e-10,7e-10,5e-11,2.6e-05,3.5e-05,0.0444,-14.94,-12.52,11.11,1.638,0.842,2.565
4e-10,5e-10,8e-10,7e-10,5e-11,3.1e-05,2.5e-05,0.0397,-14.59,-4.34,11.66,1.717,1.073,2.699
4e-10,5e-10,8e-10,7e-10,5e-11,3.1e-05,2e-05,0.037,-14.15,-1.37,9.62,1.056,0.555,0.563
4e-10,5e-10,8e-10,7e-10,5e-11,3.1e-05,3e-05,0.0424,-14.59,-17.96,10.82,1.956,1.097,3.274
4e-10,5e-10,8e-10,7e-10,5e-11,3.1e-05,3.5e-05,0.0451,-14.35,-11.57,7.61,1.535,0.549,2.297
4e-10,5e-10,8e-10,7e-10,1e-10,2.6e-05,2.5e-05,0.0389,-14.49,-4.65,14.69,1.684,1.223,2.604
4e-10,5e-10,8e-10,7e-10,1e-10,2.6e-05,2e-05,0.0361,-13.65,-1.56,13.12,1.069,0.711,0.608
4e-10,5e-10,8e-10,7e-10,1e-10,2.6e-05,3e-05,0.0416,-15.26,-16.75,13.84,1.912,1.307,3.164
4e-10,5e-10,8e-10,7e-10,1e-10,2.6e-05,3.5e-05,0.0443,-15.57,-12.75,11.03,1.589,0.799,2.425
4e-10,5e-10,8e-10,7e-10,1e-10,3.1e-05,2.5e-05,0.0397,-15.02,-4.84,11.94,1.643,1.032,2.497
4e-10,5e-10,8e-10,7e-10,1e-10,3.1e-05,2e-05,0.037,-14.6,-1.5,10.17,1.034,0.568,0.463
4e-10,5e-10,8e-10,7e-10,1e-10,3.1e-05,3e-05,0.0424,-14.87,-19.37,10.74,1.874,1.039,3.079
4e-10,5e-10,8e-10,7e-10,1e-10,3.1e-05,3.5e-05,0.0451,-14.58,-11.87,7.53,1.493,0.518,2.168
4e-10,5e-10,8e-10,7e-10,1.5e-10,2.6e-05,2.5e-05,0.0389,-15.25,-4.95,14.81,1.623,1.164,2.433
4e-10,5e-10,8e-10,7e-10,1.5e-10,2.6e-05,2e-05,0.0361,-14.21,-1.67,13.53,1.043,0.705,0.493
4e-10,5e-10,8e-10,7e-10,1.5e-10,2.6e-05,3e-05,0.0416,-16.04,-15.59,13.68,1.845,1.233,3.001
4e-10,5e-10,8e-10,7e-10,1.5e-10,2.6e-05,3.5e-05,0.0443,-16.26,-12.78,10.87,1.548,0.75,2.301
4e-10,5e-10,8e-10,7e-10,1.5e-10,3.1e-05,2.5e-05,0.0397,-15.42,-5.27,12.06,1.583,0.979,2.324
4e-10,5e-10,8e-10,7e-10,1.5e-10,3.1e-05,2e-05,0.0369,-15.11,-1.64,10.65,1.016,0.568,0.377
4e-10,5e-10,8e-10,7e-10,1.5e-10,3.1e-05,3e-05,0.0424,-15.1,-17.39,10.55,1.806,0.974,2.909
4e-10,5e-10,8e-10,7e-10,1.5e-10,3.1e-05,3.5e-05,0.0451,-14.77,-12.02,7.37,1.456,0.482,2.049
4e-10,5e-10,8e-10,7e-10,2e-10,2.6e-05,2.5e-05,0.0388,-16.17,-5.13,14.78,1.535,1.092,2.182
4e-10,5e-10,8e-10,7e-10,2e-10,2.6e-05,2e-05,0.0361,-14.92,-1.78,13.84,0.999,0.681,0.298
4e-10,5e-10,8e-10,7e-10,2e-10,2.6e-05,3e-05,0.0416,-16.88,-13.75,13.41,1.767,1.154,2.807
4e-10,5e-10,8e-10,7e-10,2e-10,2.6e-05,3.5e-05,0.0443,-16.97,-12.64,10.63,1.494,0.693,2.14
4e-10,5e-10,8e-10,7e-10,2e-10,3.1e-05,2.5e-05,0.0396,-15.74,-5.52,12.02,1.497,0.913,2.076
4e-10,5e-10,8e-10,7e-10,2e-10,3.1e-05,2e-05,0.0369,-15.63,-1.78,11.02,0.977,0.55,0.2
4e-10,5e-10,8e-10,7e-10,2e-10,3.1e-05,3e-05,0.0423,-15.27,-14.68,10.26,1.727,0.9,2.71
4e-10,5e-10,8e-10,7e-10,2e-10,3.1e-05,3.5e-05,0.045,-14.93,-12.0,7.14,1.405,0.437,1.887
4e-10,5e-10,8e-10,7e-10,2.5e-10,2.6e-05,2.5e-05,0.0388,-17.21,-5.17,14.62,1.452,1.026,1.937
4e-10,5e-10,8e-10,7e-10,2.5e-10,2.6e-05,2e-05,0.0361,-15.8,-1.88,14.05,0.938,0.645,0.017
4e-10,5e-10,8e-10,7e-10,2.5e-10,2.6e-05,3e-05,0.0415,-17.74,-12.0,13.05,1.711,1.071,2.665
4e-10,5e-10,8e-10,7e-10,2.5e-10,2.6e-05,3.5e-05,0.0442,-17.67,-12.35,10.31,1.432,0.623,1.949
4e-10,5e-10,8e-10,7e-10,2.5e-10,3.1e-05,2.5e-05,0.0396,-15.93,-5.57,11.82,1.419,0.855,1.84
4e-10,5e-10,8e-10,7e-10,2.5e-10,3.1e-05,2e-05,0.0369,-16.12,-1.92,11.26,0.92,0.522,-0.068
4e-10,5e-10,8e-10,7e-10,2.5e-10,3.1e-05,3e-05,0.0423,-15.36,-12.49,9.88,1.666,0.814,2.551
4e-10,5e-10,8e-10,7e-10,2.5e-10,3.1e-05,3.5e-05,0.045,-15.03,-11.85,6.85,1.336,0.383,1.665
4e-10,5e-10,8e-10,8e-10,5e-11,2.6e-05,2.5e-05,0.0403,-13.84,-3.83,14.13,1.627,1.155,2.381
4e-10,5e-10,8e-10,8e-10,5e-11,2.6e-05,2e-05,0.0376,-13.2,-1.26,12.1,0.989,0.619,0.196
4e-10,5e-10,8e-10,8e-10,5e-11,2.6e-05,3e-05,0.043,-14.59,-14.87,13.83,1.882,1.283,3.016
4e-10,5e-10,8e-10,8e-10,5e-11,2.6e-05,3.5e-05,0.0457,-14.96,-11.71,11.03,1.574,0.807,2.303
4e-10,5e-10,8e-10,8e-10,5e-11,3.1e-05,2.5e-05,0.0411,-14.6,-3.91,11.37,1.583,0.959,2.263
4e-10,5e-10,8e-10,8e-10,5e-11,3.1e-05,2e-05,0.0384,-14.14,-1.19,9.08,0.95,0.472,0.02
4e-10,5e-10,8e-10,8e-10,5e-11,3.1e-05,3e-05,0.0438,-14.6,-17.03,10.78,1.843,1.029,2.929
4e-10,5e-10,8e-10,8e-10,5e-11,3.1e-05,3.5e-05,0.0465,-14.35,-10.89,7.53,1.48,0.528,2.05
4e-10,5e-10,8e-10,8e-10,1e-10,2.6e-05,2.5e-05,0.0403,-14.47,-4.14,14.38,1.547,1.104,2.152
4e-10,5e-10,8e-10,8e-10,1e-10,2.6e-05,2e-05,0.0375,-13.64,-1.35,12.59,0.961,0.622,0.061
4e-10,5e-10,8e-10,8e-10,1e-10,2.6e-05,3e-05,0.043,-15.28,-14.29,13.75,1.793,1.208,2.797
4e-10,5e-10,8e-10,8e-10,1e-10,2.6e-05,3.5e-05,0.0457,-15.59,-11.43,10.92,1.523,0.76,2.15
4e-10,5e-10,8e-10,8e-10,1e-10,3.1e-05,2.5e-05,0.0411,-15.03,-4.34,11.64,1.51,0.916,2.045
4e-10,5e-10,8e-10,8e-10,1e-10,3.1e-05,2e-05,0.0383,-14.6,-1.3,9.64,0.93,0.484,-0.084
4e-10,5e-10,8e-10,8e-10,1e-10,3.1e-05,3e-05,0.0438,-14.88,-16.13,10.66,1.758,0.967,2.715
4e-10,5e-10,8e-10,8e-10,1e-10,3.1e-05,3.5e-05,0.0465,-14.58,-10.73,7.42,1.435,0.492,1.905
4e-10,5e-10,8e-10,8e-10,1.5e-10,2.6e-05,2.5e-05,0.0403,-15.25,-4.38,14.49,1.487,1.045,1.967
4e-10,5e-10,8e-10,8e-10,1.5e-10,2.6e-05,2e-05,0.0375,-14.2,-1.45,13.0,0.936,0.616,-0.063
4e-10,5e-10,8e-10,8e-10,1.5e-10,2.6e-05,3e-05,0.043,-16.07,-12.89,13.55,1.725,1.134,2.62
4e-10,5e-10,8e-10,8e-10,1.5e-10,2.6e-05,3.5e-05,0.0457,-16.28,-11.08,10.73,1.478,0.708,2.013
4e-10,5e-10,8e-10,8e-10,1.5e-10,3.1e-05,2.5e-05,0.041,-15.44,-4.68,11.76,1.45,0.867,1.858
4e-10,5e-10,8e-10,8e-10,1.5e-10,3.1e-05,2e-05,0.0383,-15.11,-1.42,10.12,0.911,0.482,-0.179
4e-10,5e-10,8e-10,8e-10,1.5e-10,3.1e-05,3e-05,0.0437,-15.11,-13.98,10.43,1.689,0.901,2.53
4e-10,5e-10,8e-10,8e-10,1.5e-10,3.1e-05,3.5e-05,0.0464,-14.77,-10.5,7.23,1.395,0.453,1.773
4e-10,5e-10,8e-10,8e-10,2e-10,2.6e-05,2.5e-05,0.0402,-16.17,-4.51,14.46,1.403,0.975,1.708
4e-10,5e-10,8e-10,8e-10,2e-10,2.6e-05,2e-05,0.0375,-14.91,-1.54,13.32,0.895,0.593,-0.264
4e-10,5e-10,8e-10,8e-10,2e-10,2.6e-05,3e-05,0.0429,-16.91,-11.36,13.25,1.649,1.059,2.419
4e-10,5e-10,8e-10,8e-10,2e-10,2.6e-05,3.5e-05,0.0456,-16.98,-10.69,10.46,1.424,0.649,1.844
4e-10,5e-10,8e-10,8e-10,2e-10,3.1e-05,2.5e-05,0.041,-15.76,-4.87,11.71,1.369,0.818,1.6
4e-10,5e-10,8e-10,8e-10,2e-10,3.1e-05,2e-05,0.0383,-15.64,-1.55,10.5,0.875,0.465,-0.363
4e-10,5e-10,8e-10,8e-10,2e-10,3.1e-05,3e-05,0.0437,-15.27,-11.95,10.1,1.612,0.827,2.324
4e-10,5e-10,8e-10,8e-10,2e-10,3.1e-05,3.5e-05,0.0464,-14.92,-10.22,6.97,1.342,0.406,1.602
4e-10,5e-10,8e-10,8e-10,2.5e-10,2.6e-05,2.5e-05,0.0402,-17.22,-4.52,14.28,1.325,0.913,1.456
4e-10,5e-10,8e-10,8e-10,2.5e-10,2.6e-05,2e-05,0.0375,-15.79,-1.63,13.53,0.839,0.559,-0.551
4e-10,5e-10,8e-10,8e-10,2.5e-10,2.6e-05,3e-05,0.0429,-17.77,-10.0,12.85,1.597,0.978,2.28
4e-10,5e-10,8e-10,8e-10,2.5e-10,2.6e-05,3.5e-05,0.0456,-17.68,-10.29,10.13,1.364,0.583,1.651
4e-10,5e-10,8e-10,8e-10,2.5e-10,3.1e-05,2.5e-05,0.041,-15.95,-4.88,11.5,1.295,0.762,1.359
4e-10,5e-10,8e-10,8e-10,2.5e-10,3.1e-05,2e-05,0.0383,-16.13,-1.67,10.74,0.823,0.45,-0.635
4e-10,5e-10,8e-10,8e-10,2.5e-10,3.1e-05,3e-05,0.0437,-15.36,-10.32,9.68,1.555,0.743,2.165
4e-10,5e-10,8e-10,8e-10,2.5e-10,3.1e-05,3.5e-05,0.0464,-15.02,-9.92,6.65,1.275,0.351,1.375
4e-10,5e-10,9e-10,6e-10,5e-11,2.6e-05,2.5e-05,0.0374,-13.96,-7.69,15.64,2.128,1.612,3.69
4e-10,5e-10,9e-10,6e-10,5e-11,2.6e-05,2e-05,0.0347,-13.23,-2.39,14.52,1.529,1.088,2.242
4e-10,5e-10,9e-10,6e-10,5e-11,2.6e-05,3e-05,0.0401,-14.6,-14.25,13.73,2.08,1.415,3.614
4e-10,5e-10,9e-10,6e-10,5e-11,2.6e-05,3.5e-05,0.0429,-14.89,-7.61,10.4,1.5,0.73,2.281
4e-10,5e-10,9e-10,6e-10,5e-11,3.1e-05,2.5e-05,0.0382,-14.6,-7.7,12.83,2.08,1.398,3.59
4e-10,5e-10,9e-10,6e-10,5e-11,3.1e-05,2e-05,0.0355,-14.18,-2.27,11.54,1.473,0.894,2.08
4e-10,5e-10,9e-10,6e-10,5e-11,3.1e-05,3e-05,0.0409,-14.51,-12.86,10.55,2.028,1.111,3.509
4e-10,5e-10,9e-10,6e-10,5e-11,3.1e-05,3.5e-05,0.0436,-14.32,-7.19,6.87,1.397,0.456,1.985
4e-10,5e-10,9e-10,6e-10,1e-10,2.6e-05,2.5e-05,0.0374,-14.59,-8.46,15.83,2.058,1.571,3.536
4e-10,5e-10,9e-10,6e-10,1e-10,2.6e-05,1.5e-05,0.0319,-13.05,-1.02,12.13,0.664,0.437,-1.431
4e-10,5e-10,9e-10,6e-10,1e-10,2.6e-05,2e-05,0.0346,-13.7,-2.57,14.96,1.478,1.074,2.086
4e-10,5e-10,9e-10,6e-10,1e-10,2.6e-05,3e-05,0.0401,-15.25,-16.53,13.75,2.05,1.387,3.541
4e-10,5e-10,9e-10,6e-10,1e-10,2.6e-05,3.5e-05,0.0428,-15.5,-8.28,10.45,1.499,0.725,2.27
4e-10,5e-10,9e-10,6e-10,1e-10,3.1e-05,2.5e-05,0.0382,-15.0,-8.76,13.02,2.016,1.366,3.446
4e-10,5e-10,9e-10,6e-10,1e-10,3.1e-05,2e-05,0.0355,-14.64,-2.49,12.05,1.434,0.906,1.954
4e-10,5e-10,9e-10,6e-10,1e-10,3.1e-05,3e-05,0.0409,-14.79,-14.87,10.56,2.002,1.089,3.444
4e-10,5e-10,9e-10,6e-10,1e-10,3.1e-05,3.5e-05,0.0436,-14.55,-7.86,6.92,1.401,0.455,1.988
4e-10,5e-10,9e-10,6e-10,1.5e-10,2.6e-05,2.5e-05,0.0374,-15.35,-9.13,15.9,2.014,1.527,3.431
4e-10,5e-10,9e-10,6e-10,1.5e-10,2.6e-05,1.5e-05,0.0319,-13.42,-1.06,12.61,0.653,0.449,-1.51
4e-10,5e-10,9e-10,6e-10,1.5e-10,2.6e-05,2e-05,0.0346,-14.27,-2.76,15.33,1.437,1.055,1.956
4e-10,5e-10,9e-10,6e-10,1.5e-10,2.6e-05,3e-05,0.0401,-15.98,-19.39,13.68,2.027,1.349,3.484
4e-10,5e-10,9e-10,6e-10,1.5e-10,2.6e-05,3.5e-05,0.0428,-16.17,-9.04,10.42,1.495,0.709,2.249
4e-10,5e-10,9e-10,6e-10,1.5e-10,3.1e-05,2.5e-05,0.0382,-15.37,-9.74,13.09,1.971,1.327,3.34
4e-10,5e-10,9e-10,6e-10,1.5e-10,3.1e-05,1.5e-05,0.0327,-14.38,-1.01,9.09,0.648,0.332,-1.543
4e-10,5e-10,9e-10,6e-10,1.5e-10,3.1e-05,2e-05,0.0354,-15.15,-2.73,12.48,1.403,0.904,1.851
4e-10,5e-10,9e-10,6e-10,1.5e-10,3.1e-05,3e-05,0.0409,-15.03,-17.23,10.47,1.98,1.055,3.386
4e-10,5e-10,9e-10,6e-10,1.5e-10,3.1e-05,3.5e-05,0.0436,-14.76,-8.63,6.91,1.401,0.445,1.979
4e-10,5e-10,9e-10,6e-10,2e-10,2.6e-05,2.5e-05,0.0374,-16.24,-9.55,15.85,1.939,1.465,3.262
4e-10,5e-10,9e-10,6e-10,2e-10,2.6e-05,1.5e-05,0.0319,-13.87,-1.11,13.06,0.64,0.457,-1.6
4e-10,5e-10,9e-10,6e-10,2e-10,2.6e-05,2e-05,0.0346,-15.0,-2.94,15.61,1.384,1.025,1.786
4e-10,5e-10,9e-10,6e-10,2e-10,2.6e-05,3e-05,0.0401,-16.78,-22.48,13.51,1.986,1.3,3.388
4e-10,5e-10,9e-10,6e-10,2e-10,2.6e-05,3.5e-05,0.0428,-16.87,-9.9,10.31,1.472,0.68,2.174
4e-10,5e-10,9e-10,6e-10,2e-10,3.1e-05,2.5e-05,0.0381,-15.66,-10.38,13.02,1.898,1.271,3.171
4e-10,5e-10,9e-10,6e-10,2e-10,3.1e-05,1.5e-05,0.0327,-14.85,-1.06,9.59,0.644,0.345,-1.578
4e-10,5e-10,9e-10,6e-10,2e-10,3.1e-05,2e-05,0.0354,-15.66,-2.97,12.8,1.356,0.881,1.698
4e-10,5e-10,9e-10,6e-10,2e-10,3.1e-05,3e-05,0.0408,-15.21,-19.63,10.29,1.939,1.006,3.289
4e-10,5e-10,9e-10,6e-10,2e-10,3.1e-05,3.5e-05,0.0435,-14.93,-9.5,6.82,1.381,0.423,1.909
4e-10,5e-10,9e-10,6e-10,2.5e-10,2.6e-05,2.5e-05,0.0373,-17.23,-9.6,15.68,1.868,1.404,3.099
4e-10,5e-10,9e-10,6e-10,2.5e-10,2.6e-05,1.5e-05,0.0319,-14.43,-1.16,13.45,0.619,0.454,-1.751
4e-10,5e-10,9e-10,6e-10,2.5e-10,2.6e-05,2e-05,0.0346,-15.89,-3.11,15.78,1.311,0.98,1.545
4e-10,5e-10,9e-10,6e-10,2.5e-10,2.6e-05,3e-05,0.04,-17.61,-23.52,13.26,1.946,1.235,3.297
4e-10,5e-10,9e-10,6e-10,2.5e-10,2.6e-05,3.5e-05,0.0428,-17.57,-10.87,10.12,1.436,0.635,2.06
4e-10,5e-10,9e-10,6e-10,2.5e-10,3.1e-05,2.5e-05,0.0381,-15.83,-10.49,12.82,1.83,1.209,3.011
4e-10,5e-10,9e-10,6e-10,2.5e-10,3.1e-05,1.5e-05,0.0327,-15.36,-1.12,10.03,0.624,0.349,-1.72
4e-10,5e-10,9e-10,6e-10,2.5e-10,3.1e-05,2e-05,0.0354,-16.12,-3.2,12.99,1.288,0.843,1.469
4e-10,5e-10,9e-10,6e-10,2.5e-10,3.1e-05,3e-05,0.0408,-15.33,-20.91,10.03,1.894,0.939,3.184
4e-10,5e-10,9e-10,6e-10,2.5e-10,3.1e-05,3.5e-05,0.0435,-15.04,-10.47,6.65,1.339,0.389,1.772
4e-10,5e-10,9e-10,4e-10,5e-11,2.6e-05,2.5e-05,0.0338,-14.01,-8.05,15.78,2.373,1.827,4.343
4e-10,5e-10,9e-10,4e-10,5e-11,2.6e-05,1.5e-05,0.0283,-12.76,-1.56,13.38,0.957,0.667,0.343
4e-10,5e-10,9e-10,4e-10,5e-11,2.6e-05,2e-05,0.0311,-13.29,-3.61,15.81,1.96,1.473,3.498
4e-10,5e-10,9e-10,4e-10,5e-11,2.6e-05,3e-05,0.0365,-14.55,-7.95,13.22,2.094,1.392,3.841
4e-10,5e-10,9e-10,4e-10,5e-11,2.6e-05,3.5e-05,0.0393,-14.84,-5.77,9.96,1.406,0.652,2.194
4e-10,5e-10,9e-10,4e-10,5e-11,3.1e-05,2.5e-05,0.0346,-14.55,-7.59,12.87,2.32,1.583,4.246
4e-10,5e-10,9e-10,4e-10,5e-11,3.1e-05,1.5e-05,0.0292,-13.62,-1.46,9.76,0.929,0.51,0.211
4e-10,5e-10,9e-10,4e-10,5e-11,3.1e-05,2e-05,0.0319,-14.21,-3.4,12.83,1.891,1.266,3.338
4e-10,5e-10,9e-10,4e-10,5e-11,3.1e-05,3e-05,0.0373,-14.47,-7.41,9.99,2.029,1.077,3.709
4e-10,5e-10,9e-10,4e-10,5e-11,3.1e-05,3.5e-05,0.04,-14.31,-5.53,6.43,1.3,0.394,1.866
4e-10,5e-10,9e-10,4e-10,1e-10,2.6e-05,2.5e-05,0.0338,-14.62,-9.09,15.99,2.339,1.808,4.273
4e-10,5e-10,9e-10,4e-10,1e-10,2.6e-05,1.5e-05,0.0283,-13.07,-1.62,13.88,0.936,0.68,0.244
4e-10,5e-10,9e-10,4e-10,1e-10,2.6e-05,2e-05,0.0311,-13.76,-3.9,16.23,1.907,1.463,3.371
4e-10,5e-10,9e-10,4e-10,1e-10,2.6e-05,3e-05,0.0365,-15.18,-8.98,13.34,2.098,1.396,3.838
4e-10,5e-10,9e-10,4e-10,1e-10,2.6e-05,3.5e-05,0.0392,-15.45,-6.44,10.1,1.427,0.664,2.25
4e-10,5e-10,9e-10,4e-10,1e-10,3.1e-05,2.5e-05,0.0346,-14.93,-8.78,13.09,2.291,1.583,4.184
4e-10,5e-10,9e-10,4e-10,1e-10,3.1e-05,1.5e-05,0.0291,-13.99,-1.53,10.32,0.919,0.532,0.159
4e-10,5e-10,9e-10,4e-10,1e-10,3.1e-05,2e-05,0.0319,-14.66,-3.73,13.31,1.851,1.266,3.239
4e-10,5e-10,9e-10,4e-10,1e-10,3.1e-05,3e-05,0.0373,-14.75,-8.46,10.11,2.037,1.082,3.716
