C1,L,Vbias,W1,Wvar,idc,DCPowerConsumption,OscillationFrequency,TuningRange,OutputPower,PhaseNoise
1.4e-13,2.75e-10,1.0,3.4e-05,1.5e-05,0.015,0.0182,30300000000.0,1300000000.0,15.1,-92.93
1.4e-13,2.75e-10,1.0,3.6e-05,1e-05,0.01,0.011,31300000000.0,1550000000.0,14.59,-91.01
1.4e-13,2.75e-10,1.0,3.6e-05,1e-05,0.005,0.00499,31200000000.0,1730000000.0,14.59,-93.88
1.4e-13,2.75e-10,1.0,3.6e-05,1e-05,0.0075,0.00789,35600000000.0,1670000000.0,14.59,-92.36
1.4e-13,2.75e-10,1.0,3.6e-05,1e-05,0.0125,0.0144,31200000000.0,1430000000.0,14.59,-88.4
1.4e-13,2.75e-10,1.0,3.6e-05,1e-05,0.015,0.018,31100000000.0,1320000000.0,14.59,-85.73
1.4e-13,2.75e-10,1.0,3.6e-05,5e-06,0.01,0.011,32700000000.0,1160000000.0,14.59,-85.17
1.4e-13,2.75e-10,1.0,3.6e-05,5e-06,0.005,0.00499,33400000000.0,1110000000.0,14.59,-86.94
1.4e-13,2.75e-10,1.0,3.6e-05,5e-06,0.0075,0.00789,39500000000.0,1180000000.0,14.59,-86.84
1.4e-13,2.75e-10,1.0,3.6e-05,5e-06,0.0125,0.0144,32800000000.0,1100000000.0,14.59,-83.17
1.4e-13,2.75e-10,1.0,3.6e-05,5e-06,0.015,0.018,32700000000.0,1020000000.0,14.59,-81.6
1.4e-13,2.75e-10,1.0,3.6e-05,6e-06,0.01,0.011,32500000000.0,1290000000.0,14.59,-85.93
1.4e-13,2.75e-10,1.0,3.6e-05,6e-06,0.005,0.00499,32700000000.0,1290000000.0,14.59,-88.12
1.4e-13,2.75e-10,1.0,3.6e-05,6e-06,0.0075,0.00789,38000000000.0,1340000000.0,14.59,-87.18
1.4e-13,2.75e-10,1.0,3.6e-05,6e-06,0.0125,0.0144,32400000000.0,1210000000.0,14.59,-82.82
1.4e-13,2.75e-10,1.0,3.6e-05,6e-06,0.015,0.018,32300000000.0,1110000000.0,14.59,-82.49
1.4e-13,2.75e-10,1.0,3.6e-05,7e-06,0.01,0.011,32100000000.0,1380000000.0,14.59,-87.38
1.4e-13,2.75e-10,1.0,3.6e-05,7e-06,0.005,0.00499,32500000000.0,1450000000.0,14.59,-89.75
1.4e-13,2.75e-10,1.0,3.6e-05,7e-06,0.0075,0.00789,37400000000.0,1470000000.0,14.59,-89.08
1.4e-13,2.75e-10,1.0,3.6e-05,7e-06,0.0125,0.0144,32100000000.0,1300000000.0,14.59,-85.05
1.4e-13,2.75e-10,1.0,3.6e-05,7e-06,0.015,0.018,32000000000.0,1190000000.0,14.59,-83.11
1.4e-13,2.75e-10,1.0,3.6e-05,8e-06,0.01,0.011,31900000000.0,1460000000.0,14.59,-88.24
1.4e-13,2.75e-10,1.0,3.6e-05,8e-06,0.005,0.00499,31900000000.0,1570000000.0,14.59,-91.24
1.4e-13,2.75e-10,1.0,3.6e-05,8e-06,0.0075,0.00789,36600000000.0,1560000000.0,14.59,-90.17
1.4e-13,2.75e-10,1.0,3.6e-05,8e-06,0.0125,0.0144,31800000000.0,1350000000.0,14.59,-86.1
1.4e-13,2.75e-10,1.0,3.6e-05,8e-06,0.015,0.018,31600000000.0,1250000000.0,14.59,-84.75
1.4e-13,2.75e-10,1.0,3.6e-05,9e-06,0.01,0.011,31700000000.0,1510000000.0,14.59,-89.41
1.4e-13,2.75e-10,1.0,3.6e-05,9e-06,0.005,0.00499,31400000000.0,1660000000.0,14.59,-92.39
1.4e-13,2.75e-10,1.0,3.6e-05,9e-06,0.0075,0.00789,36000000000.0,1630000000.0,14.59,-91.93
1.4e-13,2.75e-10,1.0,3.6e-05,9e-06,0.0125,0.0144,31500000000.0,1400000000.0,14.59,-86.47
1.4e-13,2.75e-10,1.0,3.6e-05,9e-06,0.015,0.018,31300000000.0,1290000000.0,14.59,-83.76
1.4e-13,2.75e-10,1.0,3.6e-05,1.1e-05,0.01,0.011,31100000000.0,1570000000.0,14.59,-92.0
1.4e-13,2.75e-10,1.0,3.6e-05,1.1e-05,0.005,0.00499,30800000000.0,1770000000.0,14.59,-95.27
1.4e-13,2.75e-10,1.0,3.6e-05,1.1e-05,0.0075,0.00789,35100000000.0,1700000000.0,14.59,-94.34
1.4e-13,2.75e-10,1.0,3.6e-05,1.1e-05,0.0125,0.0144,31000000000.0,1450000000.0,14.59,-88.17
1.4e-13,2.75e-10,1.0,3.6e-05,1.1e-05,0.015,0.018,30800000000.0,1320000000.0,14.59,-88.05
1.4e-13,2.75e-10,1.0,3.6e-05,1.2e-05,0.01,0.011,31000000000.0,1580000000.0,14.59,-94.03
1.4e-13,2.75e-10,1.0,3.6e-05,1.2e-05,0.005,0.00499,30300000000.0,1800000000.0,14.59,-96.39
1.4e-13,2.75e-10,1.0,3.6e-05,1.2e-05,0.0075,0.00789,34800000000.0,1720000000.0,14.59,-96.02
1.4e-13,2.75e-10,1.0,3.6e-05,1.2e-05,0.0125,0.0144,30700000000.0,1460000000.0,14.59,-91.38
1.4e-13,2.75e-10,1.0,3.6e-05,1.2e-05,0.015,0.018,30500000000.0,1330000000.0,14.68,-88.8
1.4e-13,2.75e-10,1.0,3.6e-05,1.3e-05,0.01,0.011,30700000000.0,1580000000.0,14.59,-95.64
1.4e-13,2.75e-10,1.0,3.6e-05,1.3e-05,0.005,0.00499,30100000000.0,1820000000.0,14.59,-97.17
1.4e-13,2.75e-10,1.0,3.6e-05,1.3e-05,0.0075,0.00789,34700000000.0,1730000000.0,14.59,-97.12
1.4e-13,2.75e-10,1.0,3.6e-05,1.3e-05,0.0125,0.0144,30400000000.0,1460000000.0,14.68,-92.42
1.4e-13,2.75e-10,1.0,3.6e-05,1.3e-05,0.015,0.018,30300000000.0,1330000000.0,14.81,-90.39
1.4e-13,2.75e-10,1.0,3.6e-05,1.4e-05,0.01,0.011,30400000000.0,1580000000.0,14.59,-97.31
1.4e-13,2.75e-10,1.0,3.6e-05,1.4e-05,0.005,0.00499,30000000000.0,1820000000.0,14.59,-98.73
1.4e-13,2.75e-10,1.0,3.6e-05,1.4e-05,0.0075,0.00789,34600000000.0,1730000000.0,14.59,-98.48
1.4e-13,2.75e-10,1.0,3.6e-05,1.4e-05,0.0125,0.0144,30200000000.0,1440000000.0,14.78,-79.31
1.4e-13,2.75e-10,1.0,3.6e-05,1.4e-05,0.015,0.018,30100000000.0,1320000000.0,14.92,-91.68
1.4e-13,2.75e-10,1.0,3.6e-05,1.5e-05,0.01,0.011,30200000000.0,1560000000.0,14.67,-99.48
1.4e-13,2.75e-10,1.0,3.6e-05,1.5e-05,0.005,0.00499,29800000000.0,1820000000.0,14.59,-102.0
1.4e-13,2.75e-10,1.0,3.6e-05,1.5e-05,0.0075,0.00789,34100000000.0,1720000000.0,14.59,-95.15
1.4e-13,2.75e-10,1.0,3.6e-05,1.5e-05,0.0125,0.0144,30100000000.0,1440000000.0,14.88,-94.61
1.4e-13,2.75e-10,1.0,3.6e-05,1.5e-05,0.015,0.018,29900000000.0,1310000000.0,15.01,-93.1
1.4e-13,2.75e-10,1.0,3.8e-05,1e-05,0.01,0.0109,30900000000.0,1490000000.0,14.59,-90.21
1.4e-13,2.75e-10,1.0,3.8e-05,1e-05,0.005,0.00496,30700000000.0,1620000000.0,14.59,-93.53
1.4e-13,2.75e-10,1.0,3.8e-05,1e-05,0.0075,0.00783,35600000000.0,1610000000.0,14.59,-92.77
1.4e-13,2.75e-10,1.0,3.8e-05,1e-05,0.0125,0.0142,30800000000.0,1400000000.0,14.59,-89.2
1.4e-13,2.75e-10,1.0,3.8e-05,1e-05,0.015,0.0178,30600000000.0,1280000000.0,14.59,-87.75
1.4e-13,2.75e-10,1.0,3.8e-05,5e-06,0.01,0.0109,32300000000.0,1100000000.0,14.59,-85.68
1.4e-13,2.75e-10,1.0,3.8e-05,5e-06,0.005,0.00496,32900000000.0,1020000000.0,14.59,-86.77
1.4e-13,2.75e-10,1.0,3.8e-05,5e-06,0.0075,0.00783,40500000000.0,1110000000.0,14.59,-83.44
1.4e-13,2.75e-10,1.0,3.8e-05,5e-06,0.0125,0.0142,32200000000.0,1060000000.0,14.59,-83.87
1.4e-13,2.75e-10,1.0,3.8e-05,5e-06,0.015,0.0178,32100000000.0,981000000.0,14.59,-82.98
1.4e-13,2.75e-10,1.0,3.8e-05,6e-06,0.01,0.0109,31900000000.0,1230000000.0,14.59,-87.44
1.4e-13,2.75e-10,1.0,3.8e-05,6e-06,0.005,0.00496,32700000000.0,1190000000.0,14.59,-88.21
1.4e-13,2.75e-10,1.0,3.8e-05,6e-06,0.0075,0.00783,38700000000.0,1270000000.0,14.59,-88.37
1.4e-13,2.75e-10,1.0,3.8e-05,6e-06,0.0125,0.0142,31900000000.0,1170000000.0,14.59,-84.75
1.4e-13,2.75e-10,1.0,3.8e-05,6e-06,0.015,0.0178,31900000000.0,1090000000.0,14.59,-82.64
1.4e-13,2.75e-10,1.0,3.8e-05,7e-06,0.01,0.0109,31700000000.0,1320000000.0,14.59,-87.62
1.4e-13,2.75e-10,1.0,3.8e-05,7e-06,0.005,0.00496,32000000000.0,1340000000.0,14.59,-89.64
1.4e-13,2.75e-10,1.0,3.8e-05,7e-06,0.0075,0.00783,37500000000.0,1390000000.0,14.59,-89.61
1.4e-13,2.75e-10,1.0,3.8e-05,7e-06,0.0125,0.0142,31700000000.0,1250000000.0,14.59,-85.68
1.4e-13,2.75e-10,1.0,3.8e-05,7e-06,0.015,0.0178,31500000000.0,1150000000.0,14.59,-85.27
1.4e-13,2.75e-10,1.0,3.8e-05,8e-06,0.01,0.0109,31500000000.0,1400000000.0,14.59,-88.88
1.4e-13,2.75e-10,1.0,3.8e-05,8e-06,0.005,0.00496,31600000000.0,1460000000.0,14.59,-91.0
1.4e-13,2.75e-10,1.0,3.8e-05,8e-06,0.0075,0.00783,36800000000.0,1480000000.0,14.59,-90.48
1.4e-13,2.75e-10,1.0,3.8e-05,8e-06,0.0125,0.0142,31300000000.0,1320000000.0,14.59,-84.78
1.4e-13,2.75e-10,1.0,3.8e-05,8e-06,0.015,0.0178,31200000000.0,1220000000.0,14.59,-85.38
1.4e-13,2.75e-10,1.0,3.8e-05,9e-06,0.01,0.0109,31100000000.0,1450000000.0,14.59,-90.19
1.4e-13,2.75e-10,1.0,3.8e-05,9e-06,0.005,0.00496,31400000000.0,1550000000.0,14.59,-92.73
1.4e-13,2.75e-10,1.0,3.8e-05,9e-06,0.0075,0.00783,36000000000.0,1560000000.0,14.59,-91.84
1.4e-13,2.75e-10,1.0,3.8e-05,9e-06,0.0125,0.0142,31000000000.0,1360000000.0,14.59,-87.65
1.4e-13,2.75e-10,1.0,3.8e-05,9e-06,0.015,0.0178,31000000000.0,1260000000.0,14.59,-86.81
1.4e-13,2.75e-10,1.0,3.8e-05,1.1e-05,0.01,0.0109,30700000000.0,1520000000.0,14.59,-92.84
1.4e-13,2.75e-10,1.0,3.8e-05,1.1e-05,0.005,0.00496,30200000000.0,1670000000.0,14.59,-94.96
1.4e-13,2.75e-10,1.0,3.8e-05,1.1e-05,0.0075,0.00783,35100000000.0,1640000000.0,14.59,-93.98
1.4e-13,2.75e-10,1.0,3.8e-05,1.1e-05,0.0125,0.0142,30500000000.0,1420000000.0,14.59,-91.18
1.4e-13,2.75e-10,1.0,3.8e-05,1.1e-05,0.015,0.0178,30300000000.0,1300000000.0,14.59,-88.47
1.4e-13,2.75e-10,1.0,3.8e-05,1.2e-05,0.01,0.0109,30400000000.0,1540000000.0,14.59,-94.11
1.4e-13,2.75e-10,1.0,3.8e-05,1.2e-05,0.005,0.00496,30100000000.0,1710000000.0,14.59,-95.74
1.4e-13,2.75e-10,1.0,3.8e-05,1.2e-05,0.0075,0.00783,35100000000.0,1670000000.0,14.59,-95.28
1.4e-13,2.75e-10,1.0,3.8e-05,1.2e-05,0.0125,0.0142,30200000000.0,1430000000.0,14.59,-92.54
1.4e-13,2.75e-10,1.0,3.8e-05,1.2e-05,0.015,0.0178,30100000000.0,1310000000.0,14.59,-89.83
1.4e-13,2.75e-10,1.0,3.8e-05,1.3e-05,0.01,0.0109,30100000000.0,1540000000.0,14.59,-95.45
1.4e-13,2.75e-10,1.0,3.8e-05,1.3e-05,0.005,0.00496,29800000000.0,1730000000.0,14.59,-97.05
1.4e-13,2.75e-10,1.0,3.8e-05,1.3e-05,0.0075,0.00783,34700000000.0,1680000000.0,14.59,-96.7
1.4e-13,2.75e-10,1.0,3.8e-05,1.3e-05,0.0125,0.0142,30100000000.0,1430000000.0,14.59,-93.29
1.4e-13,2.75e-10,1.0,3.8e-05,1.3e-05,0.015,0.0178,29900000000.0,1310000000.0,14.7,-91.14
1.4e-13,2.75e-10,1.0,3.8e-05,1.4e-05,0.01,0.0109,30000000000.0,1540000000.0,14.59,-97.48
1.4e-13,2.75e-10,1.0,3.8e-05,1.4e-05,0.005,0.00496,29500000000.0,1740000000.0,14.59,-99.4
1.4e-13,2.75e-10,1.0,3.8e-05,1.4e-05,0.0075,0.00783,34200000000.0,1680000000.0,14.59,-97.49
1.4e-13,2.75e-10,1.0,3.8e-05,1.4e-05,0.0125,0.0142,29900000000.0,1430000000.0,14.66,-94.62
1.4e-13,2.75e-10,1.0,3.8e-05,1.4e-05,0.015,0.0178,29700000000.0,1300000000.0,14.81,-92.52
1.4e-13,2.75e-10,1.0,3.8e-05,1.5e-05,0.01,0.0109,29900000000.0,1530000000.0,14.59,-99.11
1.4e-13,2.75e-10,1.0,3.8e-05,1.5e-05,0.005,0.00496,29200000000.0,1740000000.0,14.59,-98.22
1.4e-13,2.75e-10,1.0,3.8e-05,1.5e-05,0.0075,0.00783,34000000000.0,1670000000.0,14.59,-100.0
1.4e-13,2.75e-10,1.0,3.8e-05,1.5e-05,0.0125,0.0142,29600000000.0,1420000000.0,14.76,-96.08
1.4e-13,2.75e-10,1.0,3.8e-05,1.5e-05,0.015,0.0178,29400000000.0,1290000000.0,14.9,-96.02
1.4e-13,2.75e-10,1.0,4.2e-05,1e-05,0.01,0.0107,29900000000.0,1400000000.0,14.59,-92.44
1.4e-13,2.75e-10,1.0,4.2e-05,1e-05,0.005,0.00491,30300000000.0,1440000000.0,14.59,-93.33
1.4e-13,2.75e-10,1.0,4.2e-05,1e-05,0.0075,0.00772,36600000000.0,1480000000.0,14.59,-93.78
1.4e-13,2.75e-10,1.0,4.2e-05,1e-05,0.0125,0.014,30000000000.0,1320000000.0,14.59,-90.12
1.4e-13,2.75e-10,1.0,4.2e-05,1e-05,0.015,0.0174,29900000000.0,1240000000.0,14.59,-88.38
1.4e-13,2.75e-10,1.0,4.2e-05,5e-06,0.01,0.0107,31300000000.0,1010000000.0,14.59,-87.49
1.4e-13,2.75e-10,1.0,4.2e-05,5e-06,0.005,0.00491,32200000000.0,898000000.0,14.59,-87.31
1.4e-13,2.75e-10,1.0,4.2e-05,5e-06,0.0075,0.00772,46000000000.0,1000000000.0,14.59,-88.27
1.4e-13,2.75e-10,1.0,4.2e-05,5e-06,0.0125,0.014,31400000000.0,984000000.0,14.59,-86.0
1.4e-13,2.75e-10,1.0,4.2e-05,5e-06,0.015,0.0174,31300000000.0,939000000.0,14.59,-86.64
1.4e-13,2.75e-10,1.0,4.2e-05,6e-06,0.01,0.0107,31000000000.0,1120000000.0,14.59,-88.29
1.4e-13,2.75e-10,1.0,4.2e-05,6e-06,0.005,0.00491,32000000000.0,1050000000.0,14.59,-88.48
1.4e-13,2.75e-10,1.0,4.2e-05,6e-06,0.0075,0.00772,42400000000.0,1150000000.0,14.59,-89.58
1.4e-13,2.75e-10,1.0,4.2e-05,6e-06,0.0125,0.014,31000000000.0,1090000000.0,14.59,-86.58
1.4e-13,2.75e-10,1.0,4.2e-05,6e-06,0.015,0.0174,31000000000.0,1030000000.0,14.59,-85.44
1.4e-13,2.75e-10,1.0,4.2e-05,7e-06,0.01,0.0107,30700000000.0,1220000000.0,14.59,-89.09
1.4e-13,2.75e-10,1.0,4.2e-05,7e-06,0.005,0.00491,31500000000.0,1170000000.0,14.59,-89.67
1.4e-13,2.75e-10,1.0,4.2e-05,7e-06,0.0075,0.00772,38900000000.0,1260000000.0,14.59,-90.71
1.4e-13,2.75e-10,1.0,4.2e-05,7e-06,0.0125,0.014,30800000000.0,1170000000.0,14.59,-86.78
1.4e-13,2.75e-10,1.0,4.2e-05,7e-06,0.015,0.0174,30700000000.0,1110000000.0,14.59,-86.37
1.4e-13,2.75e-10,1.0,4.2e-05,8e-06,0.01,0.0107,30600000000.0,1290000000.0,14.59,-90.22
1.4e-13,2.75e-10,1.0,4.2e-05,8e-06,0.005,0.00491,30800000000.0,1280000000.0,14.59,-90.91
1.4e-13,2.75e-10,1.0,4.2e-05,8e-06,0.0075,0.00772,38300000000.0,1360000000.0,14.59,-91.95
1.4e-13,2.75e-10,1.0,4.2e-05,8e-06,0.0125,0.014,30500000000.0,1230000000.0,14.59,-88.16
1.4e-13,2.75e-10,1.0,4.2e-05,8e-06,0.015,0.0174,30400000000.0,1150000000.0,14.59,-87.66
1.4e-13,2.75e-10,1.0,4.2e-05,9e-06,0.01,0.0107,30300000000.0,1350000000.0,14.59,-91.34
1.4e-13,2.75e-10,1.0,4.2e-05,9e-06,0.005,0.00491,30600000000.0,1370000000.0,14.59,-92.05
1.4e-13,2.75e-10,1.0,4.2e-05,9e-06,0.0075,0.00772,36800000000.0,1430000000.0,14.59,-92.67
1.4e-13,2.75e-10,1.0,4.2e-05,9e-06,0.0125,0.014,30200000000.0,1280000000.0,14.59,-89.34
1.4e-13,2.75e-10,1.0,4.2e-05,9e-06,0.015,0.0174,30100000000.0,1210000000.0,14.59,-87.57
1.4e-13,2.75e-10,1.0,4.2e-05,1.1e-05,0.01,0.0107,29800000000.0,1430000000.0,14.59,-93.57
1.4e-13,2.75e-10,1.0,4.2e-05,1.1e-05,0.005,0.00491,29700000000.0,1500000000.0,14.59,-94.25
1.4e-13,2.75e-10,1.0,4.2e-05,1.1e-05,0.0075,0.00772,35700000000.0,1530000000.0,14.59,-94.05
1.4e-13,2.75e-10,1.0,4.2e-05,1.1e-05,0.0125,0.014,29800000000.0,1350000000.0,14.59,-91.26
1.4e-13,2.75e-10,1.0,4.2e-05,1.1e-05,0.015,0.0174,29600000000.0,1270000000.0,14.59,-80.7
1.4e-13,2.75e-10,1.0,4.2e-05,1.2e-05,0.01,0.0107,29600000000.0,1450000000.0,14.59,-94.94
1.4e-13,2.75e-10,1.0,4.2e-05,1.2e-05,0.005,0.00491,29200000000.0,1540000000.0,14.59,-95.41
1.4e-13,2.75e-10,1.0,4.2e-05,1.2e-05,0.0075,0.00772,35200000000.0,1550000000.0,14.59,-95.54
1.4e-13,2.75e-10,1.0,4.2e-05,1.2e-05,0.0125,0.014,29500000000.0,1370000000.0,14.59,-92.74
1.4e-13,2.75e-10,1.0,4.2e-05,1.2e-05,0.015,0.0174,29400000000.0,1270000000.0,14.59,-91.01
1.4e-13,2.75e-10,1.0,4.2e-05,1.3e-05,0.01,0.0107,29400000000.0,1460000000.0,14.59,-96.07
1.4e-13,2.75e-10,1.0,4.2e-05,1.3e-05,0.005,0.00491,29000000000.0,1560000000.0,14.59,-96.02
1.4e-13,2.75e-10,1.0,4.2e-05,1.3e-05,0.0075,0.00772,35000000000.0,1570000000.0,14.59,-96.6
1.4e-13,2.75e-10,1.0,4.2e-05,1.3e-05,0.0125,0.014,29200000000.0,1380000000.0,14.59,-93.05
1.4e-13,2.75e-10,1.0,4.2e-05,1.3e-05,0.015,0.0174,29100000000.0,1280000000.0,14.59,-92.4
1.4e-13,2.75e-10,1.0,4.2e-05,1.4e-05,0.01,0.0107,29100000000.0,1470000000.0,14.59,-97.82
1.4e-13,2.75e-10,1.0,4.2e-05,1.4e-05,0.005,0.00491,28800000000.0,1580000000.0,14.59,-97.37
1.4e-13,2.75e-10,1.0,4.2e-05,1.4e-05,0.0075,0.00772,34700000000.0,1580000000.0,14.59,-97.4
1.4e-13,2.75e-10,1.0,4.2e-05,1.4e-05,0.0125,0.014,29100000000.0,1370000000.0,14.59,-93.13
1.4e-13,2.75e-10,1.0,4.2e-05,1.4e-05,0.015,0.0174,29000000000.0,1280000000.0,14.59,-95.2
1.4e-13,2.75e-10,1.0,4.2e-05,1.5e-05,0.01,0.0107,28900000000.0,1470000000.0,14.59,-98.9
1.4e-13,2.75e-10,1.0,4.2e-05,1.5e-05,0.005,0.00491,28500000000.0,1590000000.0,14.59,-97.49
1.4e-13,2.75e-10,1.0,4.2e-05,1.5e-05,0.0075,0.00772,34300000000.0,1580000000.0,14.59,-98.14
1.4e-13,2.75e-10,1.0,4.2e-05,1.5e-05,0.0125,0.014,28900000000.0,1370000000.0,14.59,-96.77
1.4e-13,2.75e-10,1.0,4.2e-05,1.5e-05,0.015,0.0174,28800000000.0,1270000000.0,14.69,-96.16
1.4e-13,2.75e-10,1.0,4.4e-05,1e-05,0.01,0.0107,29600000000.0,1350000000.0,14.59,-92.71
1.4e-13,2.75e-10,1.0,4.4e-05,1e-05,0.005,0.00489,29800000000.0,1370000000.0,14.59,-93.08
1.4e-13,2.75e-10,1.0,4.4e-05,1e-05,0.0075,0.00767,36800000000.0,1430000000.0,14.59,-94.31
1.4e-13,2.75e-10,1.0,4.4e-05,1e-05,0.0125,0.0138,29700000000.0,1290000000.0,14.59,-91.06
1.4e-13,2.75e-10,1.0,4.4e-05,1e-05,0.015,0.0172,29500000000.0,1220000000.0,14.59,-89.81
1.4e-13,2.75e-10,1.0,4.4e-05,5e-06,0.01,0.0107,30900000000.0,967000000.0,14.59,-88.41
1.4e-13,2.75e-10,1.0,4.4e-05,5e-06,0.005,0.00489,32200000000.0,853000000.0,14.59,-87.18
1.4e-13,2.75e-10,1.0,4.4e-05,5e-06,0.0075,0.00767,30800000000.0,956000000.0,14.59,-88.78
1.4e-13,2.75e-10,1.0,4.4e-05,5e-06,0.0125,0.0138,31000000000.0,953000000.0,14.59,-86.75
1.4e-13,2.75e-10,1.0,4.4e-05,5e-06,0.015,0.0172,30900000000.0,921000000.0,14.59,-86.01
1.4e-13,2.75e-10,1.0,4.4e-05,6e-06,0.01,0.0107,30600000000.0,1080000000.0,14.59,-89.18
1.4e-13,2.75e-10,1.0,4.4e-05,6e-06,0.005,0.00489,31600000000.0,990000000.0,14.59,-88.78
1.4e-13,2.75e-10,1.0,4.4e-05,6e-06,0.0075,0.00767,46600000000.0,1100000000.0,14.59,-91.15
1.4e-13,2.75e-10,1.0,4.4e-05,6e-06,0.0125,0.0138,30700000000.0,1050000000.0,14.59,-87.52
1.4e-13,2.75e-10,1.0,4.4e-05,6e-06,0.015,0.0172,30600000000.0,1010000000.0,14.59,-86.86
1.4e-13,2.75e-10,1.0,4.4e-05,7e-06,0.01,0.0107,30400000000.0,1180000000.0,14.59,-89.9
1.4e-13,2.75e-10,1.0,4.4e-05,7e-06,0.005,0.00489,31000000000.0,1110000000.0,14.59,-89.73
1.4e-13,2.75e-10,1.0,4.4e-05,7e-06,0.0075,0.00767,41800000000.0,1210000000.0,14.59,-91.25
1.4e-13,2.75e-10,1.0,4.4e-05,7e-06,0.0125,0.0138,30400000000.0,1130000000.0,14.59,-88.42
1.4e-13,2.75e-10,1.0,4.4e-05,7e-06,0.015,0.0172,30300000000.0,1080000000.0,14.59,-87.17
1.4e-13,2.75e-10,1.0,4.4e-05,8e-06,0.01,0.0107,30100000000.0,1250000000.0,14.59,-90.76
1.4e-13,2.75e-10,1.0,4.4e-05,8e-06,0.005,0.00489,30800000000.0,1210000000.0,14.59,-90.98
1.4e-13,2.75e-10,1.0,4.4e-05,8e-06,0.0075,0.00767,39300000000.0,1300000000.0,14.59,-92.59
1.4e-13,2.75e-10,1.0,4.4e-05,8e-06,0.0125,0.0138,30100000000.0,1200000000.0,14.59,-89.02
1.4e-13,2.75e-10,1.0,4.4e-05,8e-06,0.015,0.0172,30000000000.0,1130000000.0,14.59,-87.75
1.4e-13,2.75e-10,1.0,4.4e-05,9e-06,0.01,0.0107,29800000000.0,1310000000.0,14.59,-91.99
1.4e-13,2.75e-10,1.0,4.4e-05,9e-06,0.005,0.00489,30400000000.0,1300000000.0,14.59,-92.05
1.4e-13,2.75e-10,1.0,4.4e-05,9e-06,0.0075,0.00767,38200000000.0,1380000000.0,14.59,-93.33
1.4e-13,2.75e-10,1.0,4.4e-05,9e-06,0.0125,0.0138,29900000000.0,1250000000.0,14.59,-89.86
1.4e-13,2.75e-10,1.0,4.4e-05,9e-06,0.015,0.0172,29800000000.0,1180000000.0,14.59,-89.56
1.4e-13,2.75e-10,1.0,4.4e-05,1.1e-05,0.01,0.0107,29500000000.0,1390000000.0,14.59,-94.21
1.4e-13,2.75e-10,1.0,4.4e-05,1.1e-05,0.005,0.00489,29400000000.0,1420000000.0,14.59,-94.01
1.4e-13,2.75e-10,1.0,4.4e-05,1.1e-05,0.0075,0.00767,36200000000.0,1470000000.0,14.59,-95.05
1.4e-13,2.75e-10,1.0,4.4e-05,1.1e-05,0.0125,0.0138,29400000000.0,1320000000.0,14.59,-91.63
1.4e-13,2.75e-10,1.0,4.4e-05,1.1e-05,0.015,0.0172,29200000000.0,1230000000.0,14.59,-90.3
1.4e-13,2.75e-10,1.0,4.4e-05,1.2e-05,0.01,0.0107,29200000000.0,1410000000.0,14.59,-95.1
1.4e-13,2.75e-10,1.0,4.4e-05,1.2e-05,0.005,0.00489,29200000000.0,1460000000.0,14.59,-94.92
1.4e-13,2.75e-10,1.0,4.4e-05,1.2e-05,0.0075,0.00767,35900000000.0,1500000000.0,14.59,-96.36
1.4e-13,2.75e-10,1.0,4.4e-05,1.2e-05,0.0125,0.0138,29100000000.0,1330000000.0,14.59,-93.17
1.4e-13,2.75e-10,1.0,4.4e-05,1.2e-05,0.015,0.0172,29000000000.0,1250000000.0,14.59,-92.32
1.4e-13,2.75e-10,1.0,4.4e-05,1.3e-05,0.01,0.0107,28900000000.0,1430000000.0,14.59,-96.5
1.4e-13,2.75e-10,1.0,4.4e-05,1.3e-05,0.005,0.00489,28900000000.0,1490000000.0,14.59,-101.1
1.4e-13,2.75e-10,1.0,4.4e-05,1.3e-05,0.0075,0.00767,35400000000.0,1520000000.0,14.59,-96.9
1.4e-13,2.75e-10,1.0,4.4e-05,1.3e-05,0.0125,0.0138,28900000000.0,1350000000.0,14.59,-94.33
1.4e-13,2.75e-10,1.0,4.4e-05,1.3e-05,0.015,0.0172,28800000000.0,1270000000.0,14.59,-97.12
1.4e-13,2.75e-10,1.0,4.4e-05,1.4e-05,0.01,0.0107,28800000000.0,1440000000.0,14.59,-97.92
1.4e-13,2.75e-10,1.0,4.4e-05,1.4e-05,0.005,0.00489,28400000000.0,1510000000.0,14.59,-96.36
1.4e-13,2.75e-10,1.0,4.4e-05,1.4e-05,0.0075,0.00767,34800000000.0,1530000000.0,14.59,-97.39
1.4e-13,2.75e-10,1.0,4.4e-05,1.4e-05,0.0125,0.0138,28800000000.0,1350000000.0,14.59,-96.68
1.4e-13,2.75e-10,1.0,4.4e-05,1.4e-05,0.015,0.0172,28600000000.0,1270000000.0,14.59,-83.78
1.4e-13,2.75e-10,1.0,4.4e-05,1.5e-05,0.01,0.0107,28700000000.0,1440000000.0,14.59,-99.07
1.4e-13,2.75e-10,1.0,4.4e-05,1.5e-05,0.005,0.00489,28200000000.0,1520000000.0,14.59,-97.01
1.4e-13,2.75e-10,1.0,4.4e-05,1.5e-05,0.0075,0.00767,34300000000.0,1540000000.0,14.59,-98.44
1.4e-13,2.75e-10,1.0,4.4e-05,1.5e-05,0.0125,0.0138,28600000000.0,1350000000.0,14.59,-96.84
